"n"|"id"|"artist_name"|"name"|"duration_ms"|"album_name"|"track_number"|"release_date"|"total_tracks"|"danceability"|"energy"|"key"|"loudness"|"mode"|"speechiness"|"acousticness"|"instrumentalness"|"liveness"|"valence"|"tempo"|"time_signature"
339|"5BIMPccDwShpXq784RJlJp"|"Metallica"|"Enter Sandman"|331573|"Metallica"|1|"1991-08-12"|12|0.579|0.824|6|-8.71|0|0.03|0.00206|0.00903|0.059|0.635|123.331|4
340|"54bm2e3tk8cliUz3VSdCPZ"|"Metallica"|"Master of Puppets (Remastered)"|515386|"Master of Puppets (Remastered Deluxe Box Set)"|2|"1986-03-03"|137|0.539|0.828|4|-9.108|0|0.035|0.00067|0.421|0.154|0.562|105.25|4
341|"3yD2LWeCCFu7ybBO3lwbXM"|"Moneybagg Yo"|"U Played (feat. Lil Baby)"|164753|"U Played (feat. Lil Baby)"|1|"2020-01-03"|1|0.876|0.847|2|-3.574|1|0.232|0.00335|0|0.293|0.882|134.963|4
342|"57bgtoPSgt236HzfBOd8kj"|"AC/DC"|"Thunderstruck"|292880|"The Razors Edge"|1|"1990-09-24"|12|0.502|0.89|4|-5.175|1|0.0364|0.000147|0.0117|0.217|0.259|133.52|4
343|"4KIkADzoVm3A10E9qyjsQ5"|"42 Dugg"|"4 Da Gang (with Roddy Ricch)"|155720|"4 Da Gang (with Roddy Ricch)"|1|"2021-04-02"|1|0.871|0.545|7|-10.489|1|0.189|0.0143|0|0.148|0.722|100.482|4
344|"7Bpx2vsWfQFBACRz4h3IqH"|"Baby Keem"|"family ties (with Kendrick Lamar)"|252069|"family ties (with Kendrick Lamar)"|1|"2021-08-27"|1|0.711|0.611|1|-5.453|1|0.329|0.00575|0|0.231|0.144|134.14|4
345|"6pcywuOeGGWeOQzdUyti6k"|"21 Savage"|"Glock In My Lap"|193591|"SAVAGE MODE II"|3|"2020-10-02"|15|0.847|0.733|10|-6.439|0|0.16|0.00574|1.04e-05|0.151|0.202|130.029|4
346|"2gbMPBrBVj3CuNTLp2dHYs"|"Kanye West"|"Off The Grid"|339249|"Donda"|4|"2021-08-29"|27|0.546|0.64|8|-5.582|1|0.37|0.0438|0|0.137|0.63|137.728|4
347|"7ycWLEP1GsNjVvcjawXz3z"|"A$AP Rocky"|"Praise The Lord (Da Shine) (feat. Skepta)"|205040|"TESTING"|5|"2018-05-25"|15|0.854|0.569|5|-8.151|0|0.106|0.0609|0.0816|0.1|0.294|80.015|4
348|"2NbPNiOnkSyWNgbqtsFQZX"|"Tay-K"|"I <3 My Choppa (feat. Maxo Kream) - Remix"|105000|"#SantanaWorld (+)"|10|"2017-12-14"|10|0.764|0.528|1|-7.247|1|0.248|0.00161|0|0.16|0.6|160.009|4
349|"6B4KWBeFdHrpVezjTqggWr"|"DaBaby"|"Taking It Out"|118360|"Baby On Baby"|1|"2019-03-01"|13|0.802|0.738|0|-5.287|0|0.167|0.00366|0|0.223|0.484|151.07|4
350|"4OKXvqtfwlvY2fYJ2lzHPH"|"Tyler, The Creator"|"Yonkers"|249333|"Goblin"|2|"2011-05-09"|18|0.712|0.759|11|-5.397|1|0.334|0.016|0.0808|0.217|0.738|79.103|4
351|"4aOOExMBUyxKnEYb39SrTg"|"XXXTENTACION"|"Riot"|78680|"Riot"|1|"2020-06-01"|1|0.509|0.542|3|-8.027|0|0.442|0.019|0.00639|0.23|0.151|97.767|4
352|"33ZXjLCpiINn8eQIDYEPTD"|"Mobb Deep"|"Shook Ones, Pt. II"|325506|"The Infamous"|15|"1995-04-25"|16|0.763|0.786|10|-6.472|0|0.229|0.0146|0.0114|0.0817|0.504|93.857|4
353|"71KEVaB5zBPTmhR42Xznkr"|"E the profit"|"Bluegrass"|117200|"Bluegrass"|1|"2021-05-14"|1|0.781|0.479|0|-8.385|1|0.411|0.0249|0|0.168|0.72|149.904|4
354|"0tYHqwTW4s6VuPWDSD7n7K"|"6ix9ine"|"KOODA"|142582|"Day69: Graduation Day"|7|"2018-04-10"|12|0.885|0.641|1|-4.455|1|0.351|0.175|0|0.234|0.201|91.167|4
355|"4dAMdQ6g4kGmnc1MDHsg77"|"NLE Choppa"|"Shotta Flow"|160013|"Shotta Flow"|1|"2019-01-17"|1|0.888|0.43|9|-6.728|1|0.588|0.0786|1.58e-06|0.132|0.45|120.088|4
356|"1DoBPOlB884EHiftB46QGx"|"$uicideboy$"|"All Dogs Go to Heaven"|153652|"Stop Staring At the Shadows"|1|"2020-02-14"|12|0.884|0.903|6|-3.672|0|0.2|0.274|0.00037|0.302|0.839|75.022|4
357|"4N7i6RfJXMWfkx9Zr6pzkJ"|"DJ Scheme"|"E-ER (feat. Lil Yachty)"|163384|"FAMILY"|4|"2020-12-04"|17|0.952|0.29|8|-11.459|1|0.428|0.074|0|0.107|0.394|130.083|4
358|"4PklAHGXT5ityno3IA8SKd"|"Polo G"|"Go Stupid"|165726|"THE GOAT"|5|"2020-05-15"|16|0.92|0.833|1|-3.18|1|0.253|0.0277|0|0.0596|0.645|141.034|4
359|"4HPTladgOGcGzleMR3I0FK"|"Ski Mask The Slump God"|"Carbonated Water"|141040|"Carbonated Water"|1|"2019-10-31"|1|0.938|0.559|10|-6.734|1|0.312|0.0546|0|0.157|0.76|119.901|4
360|"1faIb3PPSzEifCHUOJ691R"|"Cordae"|"Broke As Fuck"|196111|"The Lost Boy"|7|"2019-07-26"|15|0.616|0.669|1|-5.791|1|0.32|0.0298|0|0.127|0.275|154.056|4
361|"4Kz4RdRCceaA9VgTqBhBfa"|"Drake"|"The Motto"|181573|"Take Care (Deluxe)"|19|"2011-11-15"|19|0.766|0.442|1|-8.558|1|0.356|0.000107|6.12e-05|0.111|0.39|201.8|4
362|"4DuUwzP4ALMqpquHU0ltAB"|"Jack Harlow"|"Tyler Herro"|156497|"Tyler Herro"|1|"2020-10-22"|1|0.794|0.756|5|-7.16|0|0.136|0.11|0|0.247|0.775|123.066|4
363|"6bsRaxW3vYniwPytZQXZB6"|"Comethazine"|"Spinback"|105826|"Spinback"|1|"2021-09-15"|1|0.964|0.771|11|-7.238|0|0.311|0.00451|1.58e-06|0.432|0.468|127.003|4
364|"5ry2OE6R2zPQFDO85XkgRb"|"Drake"|"Money In The Grave (Drake ft. Rick Ross)"|205426|"The Best In The World Pack"|2|"2019-06-15"|2|0.831|0.502|10|-4.045|0|0.046|0.101|0|0.122|0.101|100.541|4
365|"2UboK4rDkzSDhoBkox2vxR"|"Haarper"|"Bungee Gum"|106633|"Bungee Gum"|1|"2020-07-08"|1|0.725|0.82|8|-3.492|1|0.0843|0.0226|0.00604|0.152|0.125|146.989|4
366|"4F6yN5FsFW10Ucx7cLCzBh"|"Lil Baby"|"Ready (feat. Gunna)"|213287|"Street Gossip"|5|"2018-11-30"|13|0.793|0.395|1|-5.578|1|0.385|0.277|1.4e-05|0.109|0.129|77.027|4
367|"0YhKoHiIU97nKXKz04WIKc"|"Lil Toe"|"Pipe Down"|129032|"Essentials"|1|"2021-03-05"|15|0.748|0.389|8|-8.306|1|0.376|0.0794|0.334|0.126|0.224|164.806|4
368|"2BcMwX1MPV6ZHP4tUT9uq6"|"Drake"|"Knife Talk (with 21 Savage ft. Project Pat)"|242965|"Certified Lover Boy"|13|"2021-09-03"|21|0.849|0.424|5|-9.579|0|0.324|0.0635|0|0.0834|0.153|145.887|4
369|"6n4U3TlzUGhdSFbUUhTvLP"|"Migos"|"Walk It Talk It"|276147|"Culture II"|6|"2018-01-26"|24|0.907|0.633|2|-5.145|1|0.184|0.0876|2.6e-06|0.106|0.395|145.914|4
370|"4qKcDkK6siZ7Jp1Jb4m0aL"|"BlocBoy JB"|"Look Alive (feat. Drake)"|181263|"Look Alive (feat. Drake)"|1|"2018-02-09"|1|0.922|0.581|10|-7.495|1|0.27|0.00104|5.86e-05|0.105|0.595|140.022|4
371|"5CFJRZRq6sdKKtRwNPWbYv"|"Kid Cudi"|"Show Out (with Skepta & Pop Smoke)"|174960|"Man On The Moon III: The Chosen"|8|"2020-12-11"|18|0.619|0.589|1|-6.531|1|0.124|0.43|0.000392|0.378|0.158|143.896|4
372|"6gxKUmycQX7uyMwJcweFjp"|"Lil Baby"|"We Paid (feat. 42 Dugg)"|181929|"My Turn (Deluxe)"|26|"2020-05-01"|26|0.926|0.542|1|-5.064|1|0.293|0.135|0|0.0877|0.564|135.14|4
372|"1nrsFfACPG4Hnw5AuOpCND"|"Rico Nasty"|"Smack a Bitch"|138352|"Smack a Bitch"|1|"2018-01-17"|1|0.703|0.7|2|-2.417|1|0.221|0.0055|0|0.115|0.34|169.861|4
373|"0NTMtAO2BV4tnGvw9EgBVq"|"Rihanna"|"Bitch Better Have My Money"|219305|"Bitch Better Have My Money"|1|"2015-03-26"|1|0.781|0.728|1|-4.981|1|0.0621|0.0509|1.94e-06|0.257|0.395|102.99|4
374|"6qNB2ChCVPepl5ZjVJJTUW"|"Ashnikko"|"STUPID (feat. Yung Baby Tate)"|167317|"Hi, It's Me"|3|"2019-07-12"|5|0.772|0.637|2|-6.881|1|0.114|0.00459|0|0.0778|0.54|149.906|4
375|"1uNePI826aqh9uC9pgbeHU"|"Doja Cat"|"Tia Tamera (feat. Rico Nasty)"|211013|"Amala (Deluxe Version)"|15|"2019-03-01"|16|0.822|0.654|0|-4.623|1|0.132|0.019|0|0.233|0.421|119.884|4
376|"3A2yGHWIzmGEIolwonU69h"|"City Girls"|"Act Up"|158332|"Girl Code"|3|"2018-11-16"|13|0.938|0.638|8|-4.713|1|0.189|0.0167|0|0.111|0.313|97.075|4
377|"6nzXkCBOhb2mxctNihOqbb"|"M.I.A."|"Bad Girls"|227520|"Matangi"|8|"2013-01-01"|15|0.639|0.912|1|-2.621|1|0.0615|0.00107|0|0.097|0.343|143.448|4
378|"5cZqsjVs6MevCnAkasbEOX"|"Limp Bizkit"|"Break Stuff"|166706|"Significant Other"|4|"1999"|16|0.432|0.884|8|-6.659|1|0.13|0.0127|0.000527|0.166|0.624|108.948|4
379|"3jS7bB0oXVOwGFZn3aE5NV"|"Alanis Morissette"|"You Oughta Know - 2015 Remaster"|249493|"Jagged Little Pill (2015 Remaster)"|2|"1995"|13|0.665|0.834|4|-7.737|1|0.0576|0.21|0|0.452|0.411|105.292|4
380|"0ZUo4YjG4saFnEJhdWp9Bt"|"Carrie Underwood"|"Before He Cheats"|199946|"Some Hearts"|7|"2005-11-14"|14|0.519|0.749|6|-3.318|0|0.0405|0.271|0|0.119|0.29|147.905|4
381|"3HMuXylWiUmZ6nlIU3eOJ6"|"Hey Violet"|"Guys My Age"|212305|"Guys My Age"|1|"2016-09-20"|1|0.69|0.688|8|-4.817|0|0.0374|0.104|0|0.0948|0.269|122.048|4
382|"6IbnUaczZBT34DhaD6S18F"|"MARINA"|"Bubblegum Bitch"|154666|"Electra Heart (Deluxe)"|1|"2012-04-30"|17|0.495|0.856|0|-5.123|0|0.0311|0.000219|0|0.103|0.609|158.024|4
383|"6SpLc7EXZIPpy0sVko0aoU"|"Paramore"|"Misery Business"|211520|"Riot!"|4|"2007-06-11"|12|0.517|0.906|1|-3.677|1|0.0735|0.00272|9.26e-06|0.113|0.731|172.977|4
384|"7cdnq45E9aP2XDStHg5vd7"|"The Runaways"|"Cherry Bomb"|138706|"The Runaways"|1|"1976"|10|0.501|0.813|11|-8.192|1|0.0639|0.0455|4.75e-05|0.131|0.495|136.59|4
385|"5N1o6d8zGcSZSeMFkOUQOk"|"Megan Thee Stallion"|"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)"|199427|"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)"|1|"2019-08-09"|1|0.872|0.814|0|-4.568|1|0.155|0.00485|1.96e-06|0.214|0.57|98.985|4
386|"0g4fzRkbLeCDUCoe5iUOcf"|"Lykke Li"|"sex money feelings die"|139840|"so sad so sexy"|6|"2018-06-08"|10|0.789|0.534|8|-6.347|0|0.0709|0.323|3.42e-06|0.0645|0.631|134.055|4
387|"0Sd0kdgU6HrIclxYjuV99j"|"Jasiah"|"Break Shit"|95483|"Break Shit"|1|"2020-03-20"|1|0.863|0.587|2|-7.455|1|0.295|0.209|0|0.0832|0.749|93.29|4
388|"0hdqh5GuLFdfmbUhpgwGQj"|"Joan Jett & The Blackhearts"|"Bad Reputation"|170840|"Bad Reputation"|1|"1981"|17|0.384|0.972|6|-4.018|1|0.183|0.00184|0.0152|0.0565|0.848|204.474|4
389|"7hpJ9tATWb2vztlq99hERP"|"Conan Gray"|"Maniac"|185786|"Maniac"|1|"2019-10-25"|1|0.623|0.647|8|-5.438|1|0.04|0.00122|0|0.354|0.522|107.987|4
390|"3Q3myFA7q4Op95DOpHplaY"|"blackbear"|"do re mi"|212027|"digital druglord"|4|"2017-04-21"|10|0.745|0.593|8|-6.35|1|0.0526|0.00522|5.25e-06|0.123|0.17|111.002|3
391|"0lnIJmgcUpEpe4AZACjayW"|"Beyoncé"|"Sorry"|232560|"Lemonade"|4|"2016-04-23"|13|0.775|0.598|2|-7.274|1|0.0535|0.00175|4.44e-06|0.253|0.356|129.988|4
392|"6ihL9TjfRjadfEePzXXyVF"|"The All-American Rejects"|"Gives You Hell"|213106|"When The World Comes Down"|4|"2008-01-01"|17|0.718|0.691|4|-6.44|1|0.0387|0.0159|0|0.0627|0.552|100.008|4
393|"6vzLbfskWigBsCzNdB0kfE"|"SAYGRACE"|"Boys Ain't Shit"|175883|"Boys Ain't Shit"|1|"2019-10-18"|1|0.826|0.615|1|-4.729|0|0.137|0.435|0.00631|0.334|0.841|102.999|4
394|"7j31rVgGX9Q2blT92VBEA0"|"My Chemical Romance"|"Teenagers"|161920|"The Black Parade"|11|"2006-10-23"|14|0.463|0.857|4|-3.063|1|0.0632|0.0506|0|0.184|0.856|111.647|4
395|"6vsV4D8BM6PioRr1UOx0n2"|"Billie Eilish"|"you should see me in a crown"|180566|"you should see me in a crown"|1|"2018-07-18"|1|0.697|0.552|1|-10.271|0|0.196|0.479|0.127|0.147|0.278|75.235|4
396|"1nLnpLXvl68RZCSjfkyiaa"|"Green Day"|"Brain Stew"|193000|"Insomniac"|10|"1995-10-10"|14|0.559|0.543|1|-5.429|1|0.302|0.00133|2e-05|0.0577|0.337|75.958|4
397|"1LkoYGxmYpO6QSEvY5C0Zl"|"Lustra"|"Scotty Doesn't Know"|175200|"Left for Dead"|2|"2006"|11|0.317|0.887|0|-4.525|1|0.0472|0.000449|9.23e-06|0.363|0.544|174.009|4
398|"5qxChyzKLEyoPJ5qGrdurN"|"Beastie Boys"|"No Sleep Till Brooklyn"|246933|"Licensed To Ill"|8|"1986-11-15"|13|0.712|0.691|8|-8.157|1|0.128|0.122|0|0.0538|0.742|97.022|4
399|"4tSBgZd6G68rpkC6iDXkeH"|"Paramore"|"Ignorance"|218626|"Ignorance"|1|"2009-09-04"|4|0.522|0.964|11|-2.645|0|0.095|0.00109|0.000389|0.0387|0.51|170.944|4
400|"1V8c3uV6p7uTsfQof5oRXg"|"blackbear"|"make daddy proud"|208235|"digital druglord"|10|"2017-04-21"|10|0.818|0.497|4|-7.249|0|0.0502|0.162|0|0.0645|0.814|102.042|3
401|"0g21KZ1XJuhwexWPLpuEt1"|"bülow"|"You & Jennifer"|159453|"Damaged Vol. 2"|3|"2018-06-08"|3|0.752|0.698|11|-6.53|1|0.306|0.52|0|0.211|0.347|132.058|4
402|"4aR9bPMAOFySBuQSbVWF3d"|"Lily Allen"|"Smile"|196893|"Alright, Still (Bonus Track Version)"|1|"2006-05-08"|13|0.632|0.639|5|-5.938|1|0.0259|0.00143|0|0.221|0.733|95.506|4
403|"61bwFjzXGG1x2aZsANdLyl"|"100 gecs"|"money machine"|114460|"1000 gecs"|2|"2019-05-31"|10|0.68|0.659|6|-7.186|1|0.151|0.229|0|0.474|0.75|98.877|4
404|"6KgBpzTuTRPebChN0VTyzV"|"Lizzo"|"Good as Hell"|159735|"Cuz I Love You (Super Deluxe)"|15|"2019-04-17"|16|0.682|0.919|0|-3.18|0|0.0875|0.256|0|0.442|0.535|95.982|4
405|"1wgqttlPacpvmX5DKVboOa"|"M.I.A."|"Paper Planes"|205200|"Kala"|11|"2007-08-20"|12|0.447|0.848|2|-6.175|1|0.222|0.033|7.45e-05|0.65|0.485|172.247|4
406|"3yeEIU7ExwLczEnpXPQlqG"|"blackbear"|"playboy shit (feat. lil aaron)"|212129|"cybersex"|3|"2017-11-27"|14|0.656|0.741|11|-4.998|0|0.18|0.0847|0|0.111|0.882|154.933|4
407|"6dLAFNEb2ufM0OjhPpMbFY"|"100 gecs"|"gecgecgec (Remix) [feat. Lil West and Tony Velour]"|128714|"1000 gecs and The Tree of Clues"|11|"2020-07-10"|19|0.733|0.505|0|-7.087|1|0.151|0.115|0|0.363|0.481|139.953|4
408|"3HZuxQ80VWOsBWws8XQdFB"|"Avenue Beat"|"F2020"|181851|"F2020"|1|"2020-07-10"|1|0.702|0.597|2|-7.067|1|0.207|0.587|3.62e-06|0.112|0.383|85.016|4
409|"7yNSKfs3tjnh44of1FIF5k"|"Sigrid"|"Plot Twist"|205133|"Don't Kill My Vibe - EP"|2|"2017-05-05"|4|0.497|0.676|1|-6.022|1|0.0405|0.00373|0.138|0.253|0.21|175.961|4
410|"1bIEvOOqf2V3QBrFiClE3Y"|"Quality Control"|"Leave Em Alone"|171980|"Leave Em Alone"|1|"2019-05-29"|1|0.517|0.747|6|-4.74|0|0.296|0.0189|7.35e-06|0.0821|0.506|102.033|4
411|"37ZKB38iNyKJ0xYEz9SJgk"|"Olivia O'Brien"|"Josslyn"|189125|"Josslyn"|1|"2020-05-15"|4|0.425|0.743|11|-5.54|0|0.148|0.012|0|0.709|0.344|84.748|4
412|"7EIjhHMKF4kmXxkB64Bq6O"|"WHOKILLEDXIX"|"Kismet"|171808|"Kismet"|1|"2020-05-12"|1|0.633|0.827|6|-5.756|1|0.361|0.0151|0|0.0671|0.876|160.301|4
413|"6WbTTAGKrQtCQvmc5BuYfh"|"Megan Thee Stallion"|"Girls in the Hood"|154323|"Girls in the Hood"|1|"2020-06-26"|1|0.821|0.863|6|-3.159|1|0.353|0.00824|0|0.0377|0.874|180.013|4
414|"7CUkeiG7QtB7tPU9f8SANS"|"100 gecs"|"hand crushed by a mallet"|126616|"1000 gecs"|9|"2019-05-31"|10|0.659|0.473|1|-7.306|0|0.125|0.274|0|0.28|0.788|84.505|4
415|"7BiELrM90hRxpozaIXbsLw"|"Rihanna"|"Sex With Me"|206400|"ANTI (Deluxe)"|16|"2016-01-28"|16|0.58|0.532|1|-5.668|0|0.0424|0.294|0|0.0948|0.39|112.049|4
416|"5EzL7hGT9g2Tvqsy158Lu9"|"City Girls"|"Pussy Talk"|218332|"City On Lock"|5|"2020-06-20"|15|0.943|0.641|1|-5.598|1|0.191|0.0016|0|0.211|0.242|99.099|4
417|"2gSbNY2qXZ5mPVixrMaFrY"|"NextYoungin"|"3 Musketeers"|166857|"3 Musketeers"|1|"2020-07-07"|1|0.91|0.617|0|-10.234|1|0.0847|0.258|0|0.122|0.572|104.972|4
418|"0UHB9METy4VCXNgkcGqHqS"|"Rihanna"|"Kiss It Better"|253080|"ANTI (Deluxe)"|3|"2016-01-28"|16|0.619|0.806|3|-4.8|0|0.0483|0.272|0|0.0671|0.877|95.0|4
419|"4Oun2ylbjFKMPTiaSbbCih"|"Cardi B"|"WAP (feat. Megan Thee Stallion)"|187541|"WAP (feat. Megan Thee Stallion)"|1|"2020-08-07"|1|0.935|0.454|1|-7.509|1|0.375|0.0194|0|0.0824|0.357|133.073|4
420|"3aA6xB0tOilDDX17fIJ0Bl"|"Doja Cat"|"Freak"|284480|"Freak"|1|"2020-08-07"|1|0.688|0.716|7|-5.702|1|0.0385|0.0969|0|0.0989|0.373|116.912|3
421|"4pAl7FkDMNBsjykPXo91B3"|"Rihanna"|"Needed Me"|191600|"ANTI (Deluxe)"|7|"2016-01-28"|16|0.671|0.314|5|-8.091|0|0.244|0.11|0|0.0825|0.296|110.898|4
422|"0AUvWawuP0ibk4SQ3sIZjk"|"Ashnikko"|"Daisy"|146523|"Daisy"|1|"2020-07-09"|2|0.834|0.663|8|-6.143|1|0.133|0.235|0|0.372|0.774|121.876|4
423|"7LA7ku2quKzvscCSR5wra1"|"TOOPOOR"|"Crazy Girls"|194693|"Crazy Girls"|1|"2019-02-08"|1|0.657|0.656|5|-3.925|0|0.0517|0.0386|0.000584|0.733|0.482|90.097|4
424|"1GcXzijYzyfMq6wryZjYW5"|"Flo Milli"|"May I"|163018|"Ho, why is you here ?"|9|"2020-07-24"|12|0.896|0.78|1|-3.547|1|0.202|0.0828|0|0.0857|0.85|106.032|4
425|"0w1Wd17IygSVDMOZtKm4hi"|"Ashnikko"|"Cry (feat. Grimes)"|126274|"Cry (feat. Grimes)"|1|"2020-06-17"|1|0.667|0.828|5|-4.589|0|0.265|0.0229|0|0.0756|0.843|173.893|4
426|"658I1uDnmLSiltFCf98AWE"|"XXXTENTACION"|"RIP Roach"|169978|"Revenge"|7|"2017-05-16"|7|0.727|0.62|8|-6.443|1|0.306|0.398|0|0.0926|0.555|105.003|4
427|"1hOHLiauos0RROoUxd88mL"|"Megan Thee Stallion"|"Hood Rat Shit"|181231|"Fever"|2|"2019-05-17"|14|0.871|0.781|7|-3.963|1|0.263|0.0812|0|0.212|0.729|80.018|4
428|"5hyq3LBlCfjRQAFkdQwe8o"|"Charli XCX"|"Vroom Vroom"|193270|"Vroom Vroom EP"|1|"2016-02-26"|4|0.836|0.684|11|-5.818|1|0.241|0.122|0|0.0854|0.514|151.007|4
429|"2mt1IqcFyY1zmYZT8Q3xw9"|"blackbear"|"hot girl bummer"|188343|"everything means nothing"|1|"2020-08-21"|12|0.782|0.559|6|-7.106|0|0.0767|0.125|0|0.385|0.685|129.992|1
430|"6k0DJqW2v2e4809Z1zN0YU"|"YG"|"FDT"|226640|"Still Brazy (Deluxe)"|15|"2016-06-17"|17|0.8|0.51|8|-7.201|1|0.497|0.172|0|0.259|0.146|96.69|4
431|"77o1HdXHm1hLd7Ebe9ygd0"|"Bea Miller"|"THAT BITCH"|201101|"THAT BITCH"|1|"2019-11-01"|1|0.778|0.738|2|-2.164|1|0.218|0.0103|0|0.55|0.626|162.132|4
432|"3IBGU1NgiTjDsIJn2Jtdg4"|"Rico Nasty"|"OHFR?"|120964|"OHFR?"|1|"2020-11-10"|3|0.86|0.717|1|-5.542|0|0.48|0.414|0|0.0843|0.812|158.019|4
433|"37mfTcSlX60JtAvAETytGs"|"I DONT KNOW HOW BUT THEY FOUND ME"|"Choke"|195717|"Choke"|1|"2018-08-24"|1|0.516|0.85|4|-3.909|0|0.0706|0.00139|0|0.296|0.583|120.324|4
434|"0oHEteATZnAZuA9dl1dXF3"|"Dreamer Isioma"|"Sensitive"|174720|"Sensitive"|1|"2020-01-29"|1|0.601|0.649|7|-6.979|1|0.133|0.166|3.35e-05|0.165|0.351|89.73|4
435|"7L5k4zZvFVnJObxrTNcnaF"|"blackbear"|"lil bit"|126732|"lil bit"|1|"2020-08-14"|1|0.77|0.572|10|-5.349|0|0.113|0.0147|0|0.28|0.685|90.005|4
436|"507tQXutCPYNFkpOq8tmKF"|"Zara Larsson"|"Don't Worry Bout Me"|208811|"Don't Worry Bout Me"|1|"2019-03-28"|1|0.752|0.706|5|-6.274|1|0.0636|0.0797|0.000752|0.129|0.33|125.041|4
437|"5srKMwXoeyrRnyTnNbpgIW"|"UPSAHL"|"People I Don't Like"|142765|"People I Don't Like"|1|"2020-07-17"|1|0.747|0.573|11|-6.562|0|0.295|0.268|0|0.302|0.551|90.036|4
438|"1By2VQkUN0Frd8mKNV5NYC"|"Taylor Swift"|"Better Than Revenge"|217160|"Speak Now (Deluxe Edition)"|10|"2010-10-25"|20|0.516|0.917|11|-3.186|0|0.0827|0.0139|6.37e-06|0.36|0.635|145.821|4
439|"6SRsiMl7w1USE4mFqrOhHC"|"Olivia Rodrigo"|"brutal"|143746|"SOUR"|1|"2021-05-21"|11|0.672|0.526|4|-6.446|1|0.0599|0.0311|1.37e-06|0.28|0.28|123.999|4
440|"1Tip6R4swhC7E6hgILBjrE"|"Miley Cyrus"|"Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks)"|220636|"Plastic Hearts"|13|"2020-11-27"|15|0.681|0.737|4|-5.246|0|0.0384|0.0291|7.16e-06|0.0856|0.278|109.95|4
441|"1scwknKtBQpreYy6MSoJqJ"|"The Wrecks"|"Favorite Liar"|242306|"We Are The Wrecks"|3|"2017-02-10"|3|0.64|0.722|9|-3.489|1|0.0351|0.0196|1.27e-05|0.128|0.317|119.916|4
442|"7FYH5AW3bVfZHJIQpq3UOA"|"Big Sean"|"I Don't Fuck With You"|284386|"Dark Sky Paradise"|4|"2015-02-24"|12|0.824|0.733|1|-5.474|1|0.0613|0.0362|0|0.325|0.395|97.972|4
443|"2gQYziDV5cSTRSqr6akzi5"|"Ski Mask The Slump God"|"Take A Step Back"|210386|"You Will Regret (Reloaded)"|2|"2018-02-02"|13|0.8|0.591|6|-8.808|1|0.271|0.111|0|0.429|0.747|117.003|4
444|"1EaKU4dMbesXXd3BrLCtYG"|"Kendrick Lamar"|"ELEMENT."|208733|"DAMN."|4|"2017-04-14"|14|0.748|0.705|4|-4.547|0|0.485|0.204|0|0.246|0.483|189.891|4
445|"3HWzoMvoF3TQfYg4UPszDq"|"Lizzo"|"Truth Hurts"|173325|"Cuz I Love You (Super Deluxe)"|13|"2019-04-19"|16|0.715|0.624|4|-3.046|0|0.114|0.11|0|0.123|0.412|158.087|4
446|"5lAnYvAIkSDNXqfo7DyFUm"|"Doja Cat"|"Ain't Shit"|174253|"Planet Her"|11|"2021-06-25"|14|0.855|0.488|3|-4.601|1|0.208|0.506|0|0.347|0.619|124.097|4
447|"776AftMmFFAWUIEAb3lHhw"|"Måneskin"|"ZITTI E BUONI"|194786|"Teatro d'ira - Vol. I"|1|"2021-03-19"|8|0.625|0.939|4|-3.115|0|0.0669|0.00138|0|0.424|0.644|102.999|4
448|"2ISUiwj8xXqHeUFcen0AIU"|"Kesha"|"Grow A Pear"|208866|"Cannibal (Expanded Edition)"|7|"2010-11-19"|12|0.863|0.667|0|-3.891|1|0.0508|0.0154|0.000341|0.125|0.892|120.011|4
449|"7tGlzXJv6GD5e5qlu5YmDg"|"Lil Wayne"|"Love Me"|253440|"I Am Not A Human Being II (Deluxe)"|11|"2013-01-01"|17|0.674|0.608|8|-6.628|0|0.0334|0.0119|0|0.103|0.464|124.952|4
450|"2BITQ360Knh6qNAOqR7Dyq"|"Trippie Redd"|"Miss The Rage (feat. Playboi Carti)"|236883|"Miss The Rage (feat. Playboi Carti)"|1|"2021-05-07"|1|0.584|0.859|8|-5.616|1|0.121|0.0144|0|0.847|0.369|77.005|4
451|"0k1WUmIRnG3xU6fvvDVfRG"|"Drake"|"Way 2 Sexy (with Future & Young Thug)"|257604|"Certified Lover Boy"|7|"2021-09-03"|21|0.803|0.597|11|-6.035|0|0.141|0.000619|4.5e-06|0.323|0.331|136.008|4
452|"3ij7wTT8OOy8MhkT6AS5aS"|"Insane Clown Posse"|"Hokus Pokus"|261173|"The Great Milenko"|3|"1997-01-01"|16|0.87|0.841|11|-5.084|0|0.0948|0.0193|7.71e-05|0.333|0.857|92.176|4
453|"51rXHuKN8Loc4sUlKPODgH"|"Jay Rock"|"King's Dead (with Kendrick Lamar, Future & James Blake)"|229670|"King's Dead (with Kendrick Lamar, Future & James Blake)"|1|"2018-01-12"|1|0.645|0.705|1|-5.008|1|0.299|0.000813|0|0.128|0.376|137.133|4
