"n"|"id"|"artist_name"|"name"|"duration_ms"|"album_name"|"track_number"|"release_date"|"total_tracks"|"danceability"|"energy"|"key"|"loudness"|"mode"|"speechiness"|"acousticness"|"instrumentalness"|"liveness"|"valence"|"tempo"|"time_signature"
224|"1pLh3xuAaDMyux3laCEqaq"|"NCT 127"|"소방차 Fire Truck"|178565|"NCT #127 - The 1st Mini Album"|1|"2016-07-10"|7|0.724|0.976|1|-3.279|1|0.0602|0.116|1.3e-05|0.352|0.626|110.006|4
225|"1M9qmt6EFa0RJJV8C7Y3HO"|"Stray Kids"|"GO LIVE"|110621|"GO LIVE"|1|"2020-06-17"|14|0.656|0.869|9|-7.606|1|0.102|0.0318|0.0688|0.0781|0.115|153.967|4
226|"7Cy5lVtive8cM718xgr1TN"|"Jackson Wang"|"Papillon"|195036|"Papillon"|1|"2017-08-26"|1|0.823|0.685|4|-2.507|0|0.253|0.0102|0|0.0986|0.505|170.159|4
227|"2PsuktMveOXllYMbAy5dEj"|"CL"|"Hello Bitches"|178177|"Hello Bitches"|1|"2015-12-05"|1|0.714|0.884|11|-2.932|1|0.113|0.00983|0|0.439|0.584|145.074|4
228|"6hYqGUrgOng0Ei07KOPY3q"|"HIGH4 20"|"HookGA (feat.HWASA Of MAMAMOO)"|218610|"HookGA"|1|"2016-10-03"|2|0.787|0.874|2|-2.712|1|0.109|0.052|0|0.0796|0.499|98.001|4
229|"4Kut5Rhbp0nWo63xxPCWud"|"NCT 127"|"Mad City"|198774|"NCT #127 - The 1st Mini Album"|6|"2016-07-10"|7|0.819|0.913|7|-3.791|1|0.199|0.368|0|0.253|0.443|104.958|4
230|"1w7Xbv3It3oI7dz4OrKazn"|"SEVENTEEN"|"Getting Closer"|183580|"SEVENTEEN 6TH MINI ALBUM 'YOU MADE MY DAWN'"|6|"2019-01-21"|6|0.64|0.932|11|-4.138|0|0.123|0.0416|0|0.101|0.2|159.92|4
231|"3PqUAwpVHXr3GOCAL22mfo"|"SuperM"|"Super Car"|214360|"SuperM - The 1st Mini Album"|4|"2019-10-04"|7|0.607|0.85|9|-4.725|0|0.0829|0.0503|0|0.0915|0.783|154.961|4
232|"5RqPSSwBwGGxgk7KYLUgay"|"Stray Kids"|"Boxer"|200513|"Clé 1 : MIROH"|5|"2019-03-25"|7|0.677|0.905|2|-3.421|1|0.107|0.00781|0|0.291|0.403|104.918|4
233|"4qMt92hgQlJMyJjdI0Nw2h"|"KARD"|"GUNSHOT"|181480|"KARD 1st Single ‘Way With Words’"|2|"2020-08-26"|3|0.582|0.77|1|-3.52|1|0.0406|0.00253|0|0.198|0.348|135.008|4
234|"2z0LVG9G2SpFaT5bHyWwjK"|"PENTAGON"|"Dr. BeBe"|191933|"Universe : The Black Hall"|1|"2020-02-12"|11|0.574|0.881|7|-1.632|0|0.069|0.0106|0|0.36|0.576|142.079|4
235|"7CSt5Ydxd9sgLvsTRyzDEu"|"A.C.E"|"CACTUS"|201804|"A.C.E Adventures in Wonderland"|1|"2018-06-08"|9|0.543|0.969|10|-2.643|0|0.0702|0.0146|3.68e-06|0.336|0.429|149.984|4
236|"6rYoO4mP8czbTTyOz4BAzm"|"Monsta X"|"Calm Down"|186925|"SHINE FOREVER"|9|"2017-06-19"|12|0.595|0.93|1|-2.121|1|0.099|0.0385|0|0.253|0.462|151.996|4
237|"0kRrmWLPSnOGQjoMEdW5RN"|"Monsta X"|"Trespass"|205000|"TRESPASS"|1|"2015-05-14"|7|0.596|0.763|2|-2.278|1|0.0615|0.00394|0|0.0672|0.162|99.923|4
238|"7JDBOOf49nKbwNopK8Bbv0"|"MCND"|"TOP GANG"|181160|"TOP GANG"|1|"2020-01-02"|1|0.803|0.924|0|-2.925|1|0.257|0.087|0|0.182|0.748|139.963|4
239|"4mYu3kfBCW6qiTDnfVeuMx"|"j-hope"|"항상 (HANGSANG)"|229675|"Hope World"|5|"2018-03-02"|7|0.832|0.896|6|-4.673|1|0.233|0.159|4.75e-05|0.247|0.618|178.998|4
240|"6gmQfEMsjSrUha5B2aTr2Y"|"GOT7"|"Hunger"|93562|"&ME Edition"|11|"2018-12-03"|28|0.745|0.836|7|-6.277|0|0.269|0.0462|2.95e-06|0.194|0.382|140.044|4
241|"6u0pZe0Uv7GBR0iKptfWRf"|"HYO"|"DESSERT"|200706|"DESSERT"|1|"2020-07-22"|1|0.713|0.927|2|-3.28|1|0.112|0.0586|3.54e-05|0.373|0.618|115.072|4
242|"4hoZjuaww3eqmR1edgdmHO"|"A.C.E"|"Slow Dive"|202266|"UNDER COVER : THE MAD SQUAD"|3|"2019-10-29"|6|0.602|0.865|9|-3.054|0|0.0947|0.00627|0|0.142|0.569|140.0|4
243|"0YXpDiXEQlRmVSAFcub7sE"|"ATEEZ"|"THANXX"|181146|"ZERO : FEVER Part.1"|3|"2020-07-29"|7|0.604|0.961|4|-1.692|0|0.165|0.0395|0|0.242|0.645|164.847|4
244|"28eDLOPRRQUipJ7t4b06Nz"|"Stray Kids"|"Road Not Taken"|95762|"Clé 2 : Yellow Wood"|1|"2019-06-19"|7|0.718|0.913|4|-4.195|0|0.129|0.272|0.00112|0.116|0.322|128.088|4
245|"1FPVD4nged0Vts6C3qnnX7"|"Monsta X"|"No Exit"|208346|"TRESPASS"|2|"2015-05-14"|7|0.499|0.948|9|-2.65|0|0.4|0.0128|0|0.0377|0.478|192.041|4
246|"5DW7fPdFZVcayLhHCADNKa"|"GOT7"|"Phoenix"|175118|"&ME Edition"|12|"2018-12-03"|28|0.927|0.902|10|-3.315|1|0.203|0.0553|0|0.329|0.764|124.0|4
247|"6k67RdkVjTZj79c1cRz7IQ"|"ATEEZ"|"WONDERLAND"|199013|"TREASURE EP.FIN: All To Action"|2|"2019-10-08"|11|0.572|0.964|4|-1.949|0|0.123|0.0503|0|0.372|0.519|129.979|4
248|"1Q5SpQeocfNXefx76svqkl"|"NCT U"|"Make A Wish (Birthday Song)"|229400|"NCT RESONANCE Pt. 1 - The 2nd Album"|1|"2020-10-12"|13|0.732|0.795|8|-2.263|1|0.1|0.0632|0|0.0569|0.693|100.954|4
249|"68nztiBbdiddgbCUgXlCs5"|"Stray Kids"|"The Tortoise and the Hare"|224365|"IN LIFE"|1|"2020-09-14"|17|0.674|0.854|11|-7.784|0|0.129|0.0603|0.16|0.268|0.176|154.072|4
250|"2qR0mMrgwO099ONpl2B0II"|"BOBBY"|"U MAD"|170280|"LUCKY MAN"|1|"2021-01-25"|17|0.704|0.84|11|-4.733|1|0.217|0.108|0|0.386|0.511|140.985|4
251|"2UP7KnRSvc4taXbjOoSX0f"|"ATEEZ"|"Say My Name"|222023|"TREASURE EP.2: Zero To One"|2|"2019-01-15"|5|0.634|0.9|6|-2.614|0|0.0583|0.212|0|0.317|0.623|152.968|4
252|"0sHZzinNs6zUXnxcwhFYES"|"Jackson Wang"|"Papillon"|195036|"Papillon"|1|"2017-08-26"|1|0.822|0.684|4|-2.507|0|0.253|0.0102|0|0.0986|0.502|170.157|4
253|"1Ovza9IYvEbdB7SctQCHIS"|"ONEUS"|"No diggity"|211146|"DEVIL"|2|"2021-01-19"|11|0.647|0.955|1|-1.562|0|0.0789|0.017|0|0.115|0.591|150.063|4
254|"0TwCKusNQIqzjMJdfBf16s"|"NCT U"|"Misfit"|215853|"NCT RESONANCE Pt. 1 - The 2nd Album"|2|"2020-10-12"|13|0.783|0.984|2|-1.785|1|0.114|0.14|0|0.309|0.744|105.963|4
255|"3mkBVRxL8Zb6Cp9PuBHMq4"|"LAY"|"Joker"|138600|"Joker"|1|"2021-02-01"|1|0.874|0.726|2|-3.847|1|0.308|0.029|0|0.105|0.438|90.035|4
256|"6shrCEEMcrT6Akxkk8IhLC"|"NCT 127"|"gimme gimme"|219732|"LOVEHOLIC"|1|"2021-02-17"|5|0.612|0.846|0|-2.371|1|0.0391|0.107|0|0.686|0.611|126.041|4
257|"1q2bu7PaEUUiFJYFsAiHiz"|"MCND"|"ICE AGE"|190773|"into the ICE AGE"|2|"2020-02-27"|5|0.715|0.92|1|-2.82|1|0.0975|0.0265|0|0.211|0.736|142.897|4
258|"1eE7QzYxnnh06pJaZ4QhwN"|"Monsta X"|"BEASTMODE"|195400|"Fatal Love"|6|"2020-11-02"|10|0.623|0.9|5|-1.808|0|0.0878|0.022|0|0.101|0.504|95.949|4
259|"0LweQRsfJ3pRAJJFy6DrR1"|"Jessi"|"What Type of X"|198173|"What Type of X"|1|"2021-03-17"|1|0.776|0.692|2|-3.834|1|0.0555|0.0075|0|0.0588|0.543|95.972|4
260|"52Sj1SUJ6FNceKLZVggVak"|"ATEEZ"|"The Leaders"|192217|"ZERO : FEVER Part.2"|2|"2021-03-01"|7|0.765|0.929|0|-4.566|0|0.166|0.0265|0.000223|0.0523|0.672|144.03|4
261|"0QTx81gggSfDhmmdjpCfrT"|"A.C.E"|"Goblin (Favorite Boys)"|215363|"HJZM : The Butterfly Phantasy"|2|"2020-09-02"|5|0.351|0.881|11|-3.66|0|0.265|0.0162|0|0.43|0.665|202.248|4
262|"66xu3HZHYZ8qnyVx5aVJkJ"|"Stray Kids"|"God’s Menu"|167922|"IN LIFE"|9|"2020-09-14"|17|0.689|0.771|5|-3.618|1|0.0548|0.00776|0|0.521|0.482|157.052|4
263|"5Jl2i6LR3Socm4TYqRzZw3"|"ATEEZ"|"Pirate King"|195989|"TREASURE EP.1: All to Zero"|2|"2018-10-24"|6|0.507|0.946|3|-3.845|0|0.124|0.0427|3.54e-06|0.344|0.494|173.004|4
264|"5eXlvP0dxI3Xo2ngmNoj9X"|"Agust D"|"Give It to Me"|149524|"Agust D"|1|"2016-08-16"|8|0.539|0.751|8|-3.889|0|0.225|0.000833|1.05e-05|0.158|0.429|94.6|4
265|"1PdQzu5XLJEwAYQqxwrkRL"|"24K"|"Super Fly"|191191|"Super Fly"|2|"2015-10-01"|7|0.65|0.958|11|-2.176|1|0.136|0.0508|0|0.371|0.62|96.559|4
266|"1wcr8DjnN59Awev8nnKpQ4"|"ENHYPEN"|"Drunk-Dazed"|193260|"BORDER : CARNIVAL"|2|"2021-04-26"|6|0.599|0.869|5|-5.174|0|0.0618|0.000707|0|0.0911|0.453|132.889|4
267|"3G7867O6gqh3UmpQeeMLDW"|"NCT 127"|"Sit Down!"|200200|"NCT #127 Neo Zone - The 2nd Album"|8|"2020-03-06"|13|0.819|0.812|1|-4.204|1|0.11|0.0603|2e-05|0.043|0.719|127.981|4
268|"1ORdoHKOgLdfQM6oNaYAUZ"|"A.C.E"|"SAVAGE"|207243|"UNDER COVER : THE MAD SQUAD"|2|"2019-10-29"|6|0.59|0.903|7|-2.585|1|0.0621|0.0132|0|0.112|0.733|160.08|4
269|"6B8MM3PVQtUbZLay7tP7er"|"NCT DREAM"|"Hot Sauce"|195813|"Hot Sauce - The 1st Album"|1|"2021-05-10"|10|0.769|0.926|6|-1.627|1|0.0788|0.0127|0|0.285|0.551|100.034|4
270|"2QdH0rKlV3d9Y6lWzcnlBH"|"ITZY"|"In the morning"|172358|"GUESS WHO"|1|"2021-04-30"|6|0.847|0.814|11|-4.668|0|0.152|0.0825|0.000507|0.0948|0.711|140.057|4
271|"1Z8TPHiKeCUyClxV6WTTIf"|"TOMORROW X TOGETHER"|"0X1=LOVESONG (I Know I Love You) feat. Seori"|202203|"The Chaos Chapter: FREEZE"|2|"2021-05-31"|8|0.584|0.836|0|-4.925|1|0.079|0.0558|0|0.0663|0.484|104.973|4
272|"3c8UznwIeQjux7OWT0Wa0s"|"ATEEZ"|"TO THE BEAT"|181880|"ZERO : FEVER Part.1"|4|"2020-07-29"|7|0.774|0.926|1|-2.973|0|0.218|0.108|0|0.301|0.864|74.979|4
273|"462OPOKW0VMbvW9H7HIb0U"|"SHINee"|"Don't Call Me"|220173|"Don't Call Me - The 7th Album"|1|"2021-02-22"|9|0.69|0.783|2|-2.076|1|0.0641|0.0127|0|0.0962|0.306|82.026|4
274|"1aKuG1GG76xPLUkjBbQo3W"|"BTS"|"UGH!"|225012|"MAP OF THE SOUL : 7"|12|"2020-02-21"|20|0.72|0.824|10|-5.086|0|0.128|0.0394|0|0.0509|0.333|165.998|4
275|"3i8GllbdGuwIXaVrlIoE0r"|"Agust D"|"What do you think?"|182171|"D-2"|3|"2020-05-22"|10|0.739|0.725|1|-5.741|1|0.084|0.149|0|0.0793|0.136|118.994|4
276|"3ihf9gTcRUz7EvkFnoh5TW"|"Stray Kids"|"Thunderous"|183266|"NOEASY"|2|"2021-08-23"|14|0.613|0.785|1|-3.706|1|0.253|0.214|0|0.209|0.787|172.194|4
277|"0x7ocubkczpfHNnB3eW0Dm"|"Stray Kids"|"WOLFGANG"|190865|"NOEASY"|13|"2021-08-23"|14|0.523|0.85|2|-3.48|0|0.107|0.0534|0|0.0787|0.139|161.576|4
277|"6r7ULK6c5CLVvImjTIztl1"|"XXXTENTACION"|"Floor 555"|93447|"?"|6|"2018-03-16"|18|0.695|0.686|9|-8.147|0|0.0478|0.000424|0.0023|0.365|0.354|105.219|4
278|"2gQYziDV5cSTRSqr6akzi5"|"Ski Mask The Slump God"|"Take A Step Back"|210386|"You Will Regret (Reloaded)"|2|"2018-02-02"|13|0.8|0.591|6|-8.808|1|0.271|0.111|0|0.429|0.747|117.003|4
279|"658I1uDnmLSiltFCf98AWE"|"XXXTENTACION"|"RIP Roach"|169978|"Revenge"|7|"2017-05-16"|7|0.727|0.62|8|-6.443|1|0.306|0.398|0|0.0926|0.555|105.003|4
280|"74lnM5V6ecvoTPV0fvptx9"|"Ski Mask The Slump God"|"Nuketown (feat. Juice WRLD)"|166400|"STOKELEY"|2|"2018-11-30"|13|0.808|0.617|10|-9.32|0|0.442|0.113|0|0.734|0.632|149.962|4
281|"4pjsFGDAEZXtDj9xy1IXuM"|"Ski Mask The Slump God"|"Take A Step Back"|200160|"Underground Rap"|24|"2017-08-18"|24|0.797|0.359|6|-17.269|1|0.398|0.127|0|0.391|0.771|117.001|4
282|"2ooF4088y5L72c4YTEJQoB"|"XXXTENTACION"|"YuNg BrAtZ"|101851|"Revenge"|6|"2017-05-16"|7|0.755|0.695|9|-5.963|1|0.26|0.0179|0|0.107|0.493|128.063|4
283|"225I92Od6UNxwRJx9rUiyV"|"Lil Loaded"|"Gang Unit"|106666|"6locc 6a6y"|5|"2019-12-06"|11|0.912|0.695|6|-7.751|1|0.0771|0.218|0|0.11|0.716|99.044|4
284|"79R3qLqdbwUSYWX4cEOpbJ"|"XXXTENTACION"|"What in XXXTarnation"|164520|"XXXTENTACION Presents: Members Only, Vol. 3"|3|"2017-07-14"|23|0.862|0.6|7|-5.522|1|0.151|0.16|0|0.102|0.433|119.072|4
285|"7floNISpH8VF4z4459Qo18"|"XXXTENTACION"|"Look At Me!"|126345|"Look At Me!"|1|"2017-02-20"|1|0.763|0.726|1|-6.405|1|0.282|0.259|0|0.0976|0.349|139.059|4
286|"6f1dn2ECCotPvBlRXY2TUF"|"Comethazine"|"Let It Eat (feat. Ugly God)"|87313|"Bawskee"|7|"2018-08-24"|18|0.944|0.752|11|-2.621|0|0.135|0.00754|0.0107|0.141|0.489|134.042|4
287|"32OkBQinMWqa7ZydEkHqVi"|"No Jumper"|"Hard (feat. Tay-K and BlocBoy JB)"|138996|"Hard (feat. Tay-K and BlocBoy JB)"|1|"2018-03-22"|1|0.886|0.542|1|-5.424|1|0.338|0.113|0|0.151|0.314|83.519|4
288|"34PhB0kHT00utubP3aTau8"|"Ski Mask The Slump God"|"Burn The Hoods"|102960|"Burn The Hoods"|1|"2020-07-24"|1|0.871|0.715|3|-7.828|0|0.147|0.196|0|0.14|0.378|150.955|4
289|"5BJMeoCXXgbRAWfp6fTulr"|"NLE Choppa"|"Shotta Flow (feat. Blueface) [Remix]"|176631|"Cottonwood"|9|"2019-12-23"|10|0.894|0.511|2|-4.768|1|0.421|0.0251|0|0.14|0.567|120.077|4
290|"1W24W6jQegnNh0x5DfBBPT"|"Trippie Redd"|"The Grinch"|91288|"A Love Letter To You 4"|13|"2019-11-22"|21|0.676|0.503|8|-6.115|1|0.0971|0.137|6.36e-05|0.0981|0.196|162.85|4
291|"3WCXvxgQ7U3mznWsQjiEMu"|"Lil Loaded"|"6locc 6a6y"|131285|"6locc 6a6y"|1|"2019-12-06"|11|0.871|0.702|5|-8.025|1|0.253|0.296|0|0.0912|0.675|125.089|4
292|"3gahizdt1kEi5ovjCn6eql"|"Comethazine"|"SOLVED THE PROBLEM"|117073|"BAWSKEE 3.5"|6|"2019-07-26"|12|0.934|0.698|10|-10.394|0|0.248|0.00277|1.44e-05|0.101|0.691|98.43|4
293|"0SUEnA1zIMBaR7wPQKjWhJ"|"NLE Choppa"|"Shotta Flow 3"|181237|"Top Shotta"|9|"2020-08-10"|20|0.724|0.716|8|-5.258|0|0.385|0.00843|0|0.892|0.812|128.026|4
294|"3pX767GK22EHwYEYLNEuoo"|"IDK"|"24"|112942|"Is He Real?"|5|"2019-09-04"|14|0.884|0.572|1|-6.229|1|0.0993|0.0125|0.000359|0.125|0.44|136.114|4
295|"2LbNkvmYabhVf9jBCVeLm7"|"SpotemGottem"|"Beat Box 4 (with NLE Choppa)"|212026|"Beat Box 4 (with NLE Choppa)"|1|"2021-04-09"|1|0.816|0.46|8|-8.177|1|0.382|0.0667|0|0.128|0.392|159.985|4
296|"3UnYMo1aeD0o8VtHy3R8cs"|"Polo G"|"Neva Cared"|186000|"Neva Cared"|1|"2018-03-11"|1|0.822|0.35|1|-12.207|0|0.574|0.0213|0|0.0757|0.346|77.528|4
297|"5Q1ZLGCZ4WksRCgt6ayBWi"|"Jasiah"|"Case 19 (feat. $NOT)"|133218|"Jasiah I Am"|12|"2019-12-06"|12|0.855|0.744|11|-5.497|1|0.252|0.00412|0|0.107|0.215|102.034|4
298|"6K2anECyrckidwf5wxS78Q"|"Lil Yachty"|"NBAYOUNGBOAT"|139845|"Lil Boat 2"|11|"2018-03-09"|17|0.769|0.807|11|-2.966|1|0.306|0.0515|0|0.111|0.364|82.422|4
299|"0Q2n5yzl2XRqYbV77tZNYp"|"TOKYO’S REVENGE"|"GOODMORNINGTOKYO!"|150115|"GOODMORNINGTOKYO!"|1|"2019-10-18"|1|0.907|0.539|4|-7.782|1|0.36|0.0408|0|0.253|0.664|124.918|4
300|"6pESyiTePktau8r2wqivTQ"|"Comethazine"|"FIND HIM!"|102857|"BAWSKEE 3.5"|4|"2019-07-26"|12|0.769|0.524|7|-9.776|1|0.27|0.0865|0|0.16|0.453|139.777|4
301|"0vwOWwl785S9EU1wtbeLLJ"|"BigKayBeezy"|"BookBag 2.0 (feat. Polo G)"|171245|"Bad Intentions"|2|"2020-09-16"|17|0.909|0.541|8|-6.436|1|0.497|0.322|0|0.0942|0.823|135.106|4
302|"4pNT8XTKWb2vhcsqwzdXCT"|"Joey Bada$$"|"Survival Tactics"|202784|"1999"|4|"2012-06-12"|15|0.53|0.843|1|-2.271|1|0.39|0.428|0|0.164|0.919|199.946|4
303|"4HK9Ive4wK7426QXxQZS6L"|"SOB X RBE"|"Calvin Cambridge"|148375|"SOB X RBE"|3|"2017-01-23"|12|0.776|0.678|2|-4.505|1|0.376|0.00476|0|0.363|0.81|181.872|4
304|"2z4cwnHBebyWzfOYRFRGXv"|"Comethazine"|"556"|147200|"Bawskee 4"|2|"2020-10-23"|15|0.868|0.512|8|-10.708|0|0.477|0.274|0|0.0706|0.715|150.002|4
305|"0DbO2UQHQvlcwMppuvmTpI"|"Ski Mask The Slump God"|"The Matrix"|130506|"Sin City The Mixtape"|4|"2021-06-25"|9|0.915|0.645|8|-7.067|0|0.343|0.0478|0|0.139|0.593|142.902|4
306|"39KzsGUwl020hKy92CmA7N"|"Lackvill"|"Block!"|64319|"Block!"|1|"2021-04-27"|1|0.891|0.443|8|-11.033|1|0.36|0.116|8.95e-06|0.0993|0.396|90.001|4
307|"0CirbNQTwKjbJVdzePlOCy"|"CRVSHFUOCO"|"THROW AWAY"|162821|"THROW AWAY"|1|"2020-12-05"|1|0.839|0.499|9|-12.494|1|0.536|0.115|5.79e-05|0.0718|0.492|159.957|4
308|"2NyrXRn4tancYPW6JwtTl2"|"Tee Grizzley"|"From The D To The A (feat. Lil Yachty)"|158684|"From The D To The A (feat. Lil Yachty)"|1|"2017-03-17"|1|0.851|0.625|10|-5.417|0|0.303|0.195|0|0.266|0.668|99.061|4
309|"0eu0YHRc7cnMjtAQOE7Xyb"|"Blueface"|"Murder Rate (feat. Polo G)"|123480|"Find The Beat"|4|"2020-03-13"|16|0.901|0.612|4|-8.77|1|0.469|0.0853|0|0.236|0.78|139.904|4
310|"1pmI6v326clr2x9j3RxPPh"|"Comethazine"|"Two 45s"|92842|"Bawskee 4"|9|"2020-10-23"|15|0.707|0.76|9|-7.078|1|0.393|0.0468|0|0.17|0.45|186.138|4
311|"6Tguhaf2uAe6OjRLsR2Tql"|"Lil Durk"|"3 Headed Goat (feat. Lil Baby & Polo G)"|169531|"Just Cause Y'all Waited 2"|3|"2020-05-08"|15|0.846|0.48|8|-8.618|0|0.359|0.269|0|0.0989|0.419|143.029|4
312|"68MTDH8Kk4jBEV1ah0n89s"|"Young Nudy"|"EA (feat. 21 Savage)"|227175|"SlimeBall 2"|4|"2017-08-11"|13|0.451|0.876|10|-5.205|0|0.414|0.261|0|0.098|0.227|87.306|5
313|"7fEoXCZTZFosUFvFQg1BmW"|"King Von"|"Took Her To The O"|196179|"Levon James"|2|"2020-03-06"|16|0.82|0.592|1|-7.002|1|0.29|0.0149|4.71e-06|0.121|0.4|159.98|4
314|"3DBwDqXgldSDm9FSlYSllK"|"ShooterGang Kony"|"Charlie"|129807|"Second Hand Smoke"|2|"2019-07-17"|13|0.948|0.588|1|-6.009|1|0.378|0.0834|0|0.103|0.416|104.031|4
315|"7FGdjbZ32vMybPuP0IuE7d"|"Pooh Shiesty"|"Back In Blood (feat. Lil Durk)"|184489|"Shiesty Season"|2|"2021-02-05"|17|0.759|0.538|8|-8.256|0|0.384|0.151|0|0.126|0.831|146.933|4
316|"4CzhtKifG867Lu5DNQVBSA"|"Playboi Carti"|"Vamp Anthem"|124093|"Whole Lotta Red"|12|"2020-12-25"|24|0.642|0.69|11|-5.101|1|0.261|0.00599|1.3e-06|0.322|0.641|164.075|4
317|"2YMCSqTmBTtcYA8dyUCvbT"|"21 Savage"|"Spiral"|173400|"Spiral"|1|"2021-04-30"|1|0.814|0.659|2|-4.475|1|0.0811|0.00161|0.0254|0.499|0.13|88.521|4
318|"2lLG56qpLP3UbcLuzMvkWX"|"Playboi Carti"|"Stop Breathing"|218943|"Whole Lotta Red"|3|"2020-12-25"|24|0.856|0.57|9|-4.486|1|0.286|0.00637|0|0.0984|0.155|154.967|4
319|"3vdB1t6Np1eXFYYGqbzQZI"|"SpotemGottem"|"Beat Box 5 (feat. Polo G)"|188053|"Beat Box 5 (feat. Polo G)"|1|"2021-04-23"|1|0.782|0.395|8|-6.353|1|0.358|0.0559|0|0.113|0.219|159.874|4
320|"4vUtNfiOweHBaraVHEUNlZ"|"SpotemGottem"|"Beat Box 3 (feat. DaBaby)"|200424|"Most Wanted"|8|"2021-05-21"|12|0.837|0.431|1|-6.849|1|0.394|0.0898|0|0.104|0.196|159.872|4
321|"0gcbrwbpdxGHE9nW0TCoKP"|"Trippie Redd"|"Demon Time (feat. Ski Mask The Slump God)"|159452|"Trip At Knight"|8|"2021-08-20"|17|0.718|0.684|11|-5.16|0|0.248|0.0182|0|0.233|0.856|146.084|4
322|"7d19457woBxmPRCq255YqM"|"Tay-K"|"The Race - Remix"|211875|"#SantanaWorld (+)"|9|"2017-12-14"|10|0.75|0.548|9|-6.288|1|0.358|0.00619|0|0.156|0.377|160.084|4
323|"44sYqNBttbXNxya33FJ3Dj"|"NLE Choppa"|"Camelot"|148759|"Top Shotta"|5|"2020-08-10"|20|0.787|0.713|7|-5.252|1|0.401|0.0849|0|0.717|0.761|175.046|4
324|"6klLvorLoo1sxvZcjJIY8I"|"YoungBoy Never Broke Again"|"Make No Sense"|148629|"AI YoungBoy 2"|6|"2019-10-11"|18|0.876|0.733|10|-4.478|0|0.333|0.0208|0|0.0999|0.962|154.904|4
325|"6pOpsuCxYF1cuRkHBPDigj"|"NLE Choppa"|"Shotta Flow 5"|145167|"Top Shotta"|12|"2020-08-10"|20|0.806|0.749|1|-5.268|1|0.328|0.0838|0|0.0621|0.77|140.032|4
326|"0GRmh4ZlobfhvDE9L4CbOs"|"XXXTENTACION"|"Off the Wall!"|203493|"XXXTENTACION Presents: Members Only, Vol. 3"|2|"2017-07-14"|23|0.834|0.374|1|-10.173|1|0.333|0.123|0|0.134|0.545|140.001|4
327|"4C2LZsHFhuvW07cSJwfX5e"|"Comethazine"|"HENCH MAFIA"|102727|"BAWSKEE 3.5"|1|"2019-07-26"|12|0.869|0.535|0|-9.359|1|0.522|0.0876|0|0.101|0.894|145.01|3
328|"6V4KHt9xu4TPEnDFoBeacT"|"YBN Nahmir"|"Rubbin off the Paint"|159915|"YBN: The Mixtape"|22|"2018-09-07"|23|0.734|0.751|1|-7.26|1|0.285|0.00529|0|0.183|0.56|161.997|4
329|"3vBv2Tp0kHyBDUBZJr9GXQ"|"D12"|"Fight Music"|261093|"Devils Night"|11|"2001-01-01"|19|0.75|0.849|0|-3.097|1|0.264|0.0803|0|0.333|0.771|89.501|4
330|"6KIKRz9eSTXdNsGUnomdtW"|"N.W.A."|"Straight Outta Compton"|258687|"Straight Outta Compton"|1|"1988-08-08"|13|0.834|0.878|8|-9.484|1|0.15|0.0461|0|0.334|0.418|102.848|4
331|"4RY96Asd9IefaL3X4LOLZ8"|"50 Cent"|"In Da Club"|193466|"Get Rich Or Die Tryin'"|5|"2003-02-06"|19|0.902|0.72|6|-2.776|0|0.347|0.26|0|0.0749|0.805|90.059|4
332|"0Z2J91b2iTGLVTZC4fKgxf"|"2Pac"|"Hit 'Em Up - Single Version"|312626|"Greatest Hits"|12|"1998-01-01"|25|0.916|0.844|7|-3.967|1|0.236|0.0394|0|0.0778|0.586|95.19|4
333|"0IpnZchq8ek2A6pGEP2Qb1"|"Lil Uzi Vert"|"Bean (Kobe) [feat. Chief Keef]"|238816|"Eternal Atake (Deluxe) - LUV vs. The World 2"|3|"2020-03-13"|32|0.733|0.567|0|-6.718|1|0.319|0.0129|0|0.382|0.319|75.491|4
334|"39hnH8WdPmNT3Q3yzwC9Rg"|"YG"|"Why You Always Hatin?"|196600|"Still Brazy (Deluxe)"|9|"2016-06-17"|17|0.926|0.336|0|-9.326|0|0.594|0.0392|0|0.138|0.38|92.995|4
335|"4lAQfuREAHG8IC0PiiigBt"|"Lil Uzi Vert"|"Strawberry Peels (feat. Young Thug & Gunna)"|115350|"Eternal Atake (Deluxe) - LUV vs. The World 2"|6|"2020-03-13"|32|0.862|0.65|10|-6.978|0|0.355|0.0207|0|0.568|0.658|131.194|4
336|"7JeKXMQKm6GoLGTkNy2jZ0"|"50 Cent"|"If I Can't"|196640|"Get Rich Or Die Tryin'"|8|"2003-02-06"|19|0.892|0.631|11|-2.522|0|0.302|0.244|0|0.0235|0.838|93.975|4
337|"5erLs80hB2TbFWgSAbVQpe"|"Lil Uzi Vert"|"No Auto (feat. Lil Durk)"|135064|"Eternal Atake (Deluxe) - LUV vs. The World 2"|11|"2020-03-13"|32|0.713|0.681|11|-7.645|0|0.351|0.00286|0|0.291|0.635|159.107|4
338|"7f1zjZG77S891Uv4O68yfk"|"DaBaby"|"Baby Sitter (feat. Offset)"|157693|"Baby On Baby"|6|"2019-03-01"|13|0.852|0.73|1|-5.803|1|0.0579|0.0219|0|0.336|0.394|92.506|4
