"n"|"id"|"artist_name"|"name"|"duration_ms"|"album_name"|"track_number"|"release_date"|"total_tracks"|"danceability"|"energy"|"key"|"loudness"|"mode"|"speechiness"|"acousticness"|"instrumentalness"|"liveness"|"valence"|"tempo"|"time_signature"
0|"77PPhjg3k4kvulJojUHqGX"|"Mabsy"|"YOU SAY"|178695|"YOU SAY"|1|"2022-04-05"|1|0.523|0.964|2|-2.77|1|0.0418|0.000655|0|0.164|0.691|92.006|4
1|"7MC4XR9M9amdmKQr2iDF7i"|"Justin Wellington"|"Iko Iko (My Bestie)"|182857|"Iko Iko (My Bestie)"|1|"2019-06-03"|1|0.862|0.753|5|-5.356|1|0.0625|0.131|2.01e-06|0.077|0.827|105.039|4
2|"6zSpb8dQRaw0M1dK8PBwQz"|"Elton John"|"Cold Heart - PNAU Remix"|202735|"Cold Heart (PNAU Remix)"|1|"2021-08-13"|1|0.796|0.798|1|-6.312|1|0.0317|0.034|4.19e-05|0.0952|0.942|116.032|4
3|"6yfjJmCGTfLYtlNr2zUlfb"|"LEOPOLD"|"Paradise"|218142|"Paradise"|1|"2020-04-08"|1|0.836|0.47|8|-8.229|1|0.216|0.0252|0|0.0999|0.624|118.991|4
4|"6W1DWGGC2dTwQ3pCitfgmr"|"Kylie Minogue"|"Kiss Of Life"|193720|"Kiss Of Life"|1|"2021-10-29"|1|0.695|0.823|7|-6.124|1|0.0639|0.04|7.27e-05|0.0503|0.771|123.923|4
5|"5zrvbvUB7T3d1mi69885VZ"|"AJR"|"Bang!"|170858|"Bang!"|1|"2020-02-12"|1|0.74|0.517|1|-6.233|0|0.0506|0.0183|0|0.0558|0.698|139.917|4
6|"6DD5beNG6Ji3AYp5WrYnwD"|"Simple Plan"|"What's New Scooby-Doo?"|68695|"What's New Scooby-Doo?"|1|"2021-07-23"|1|0.486|0.946|1|-5.509|1|0.0807|8.94e-05|0.0001|0.11|0.509|158.158|4
7|"2OVsM18dM28JEMbbT2fHuM"|"Steps"|"Heartbreak in This City - Single Mix"|206680|"Heartbreak in This City"|1|"2021-02-25"|2|0.587|0.892|4|-5.552|1|0.0474|0.00479|0|0.238|0.722|128.101|4
8|"763ynRN90zLEp9hrNNINjl"|"Andy Grammer"|"Lease On Life"|168162|"Lease On Life"|1|"2021-06-28"|1|0.704|0.701|2|-5.44|1|0.0596|0.0593|0|0.126|0.606|88.016|4
9|"4wosxLl0mAqhneDzya2MfY"|"Joel Corry"|"Head & Heart (feat. MNEK)"|166028|"Head & Heart (feat. MNEK)"|1|"2020-07-03"|1|0.732|0.874|8|-3.158|1|0.0662|0.168|1.17e-05|0.0489|0.905|122.961|4
10|"5o9IyWGdidu1TvFrsGlMaC"|"Netta"|"Coco Jamboo"|153550|"The Best Of Netta's Office, Vol. 1"|2|"2020-12-18"|6|0.891|0.486|0|-9.929|1|0.186|0.372|0.000307|0.0933|0.818|100.525|4
11|"1nzEBS9EMmlQCiNMAFR1cg"|"Tryhardninja"|"Straight to the Top"|204678|"In Real Life"|6|"2013-08-20"|13|0.794|0.524|5|-7.522|0|0.0492|0.0638|0|0.0923|0.485|127.961|4
12|"6Lhp6CDhGU7wLCtFfwTA3r"|"Valence"|"yü - Radio Edit"|194625|"yü"|1|"2019-09-27"|2|0.659|0.771|5|-7.941|0|0.0418|0.00616|1.23e-05|0.138|0.298|124.998|4
13|"6ZrOBKUVZXhrUp9388yopW"|"Tom Odell"|"Summer Day"|178942|"Summer Day"|1|"2019-04-05"|1|0.754|0.709|3|-7.476|1|0.0551|0.857|3.14e-05|0.096|0.701|112.02|4
14|"31AlYqsaVbs3TA1Ri1SW86"|"Mitch Tambo"|"You're the Voice"|243978|"You're the Voice"|1|"2019-12-13"|1|0.512|0.89|9|-2.98|1|0.0474|0.144|0|0.099|0.65|169.889|4
15|"0GiwV6v3AgJfdu59tj719Y"|"Endor"|"Pump It Up"|150635|"Pump It Up"|1|"2019-09-13"|2|0.899|0.894|1|-7.255|1|0.222|0.203|9.95e-05|0.0606|0.654|129.047|4
16|"1zmjFYt554F0T9NxMFOFRH"|"Hot Potato Band"|"Riptide"|312191|"Faker & Joy"|2|"2016-12-23"|2|0.576|0.489|1|-7.54|1|0.162|0.086|1.88e-05|0.131|0.371|103.783|4
17|"1dZg8H1ITCQNcyLpTeIVZU"|"TULIMERI"|"The Dance of the Northern Lights"|211211|"The Dance of the Northern Lights"|1|"2018-03-23"|1|0.618|0.597|9|-7.735|0|0.0294|0.161|0.000344|0.172|0.481|120.068|4
18|"0pIM7qcu5cOjqwFEFqbVn1"|"Bleachers"|"Alfie's Song (Not So Typical Love Song)"|181093|"Love, Simon (Original Motion Picture Soundtrack)"|1|"2018-03-16"|13|0.629|0.877|0|-5.902|1|0.0826|0.044|0|0.345|0.966|142.006|4
19|"13lgFanIzQVjIiVvxyAjjS"|"The Cast of RuPaul's Drag Race UK"|"Break Up Bye Bye - Frock Destroyers Version"|151825|"Break Up Bye Bye (Frock Destroyers Version)"|1|"2019-10-31"|1|0.78|0.76|11|-4.154|1|0.0923|0.029|0|0.157|0.892|142.997|4
20|"1jDJFeK9x3OZboIAHsY9k2"|"Elton John"|"I'm Still Standing"|183440|"Too Low For Zero"|2|"1983-05-30"|13|0.504|0.904|6|-6.863|1|0.179|0.356|0.121|0.14|0.772|176.808|4
21|"2YpeDb67231RjR0MgVLzsG"|"Lil Nas X"|"Old Town Road - Remix"|157066|"7 EP"|1|"2019-06-21"|8|0.878|0.619|6|-5.56|1|0.102|0.0533|0|0.113|0.639|136.041|4
22|"2QAHN4C4M8D8E8eiQvQW6a"|"OneRepublic"|"I Lived"|234440|"Native"|6|"2014-01-01"|19|0.595|0.858|9|-5.393|1|0.0446|0.0828|0|0.234|0.32|119.991|4
23|"6YIs6ujbDoYBJcEQoUvqLq"|"The Cat Empire"|"Wolves"|202840|"Wolves"|1|"2015-10-09"|1|0.659|0.9|7|-5.461|1|0.0426|0.125|0.127|0.347|0.856|121.244|4
24|"0j77ikAaghcss4idQVcAXT"|"Lizzo"|"Boys"|172630|"Boys"|1|"2018-06-22"|1|0.892|0.588|1|-4.287|0|0.11|0.00319|0.000162|0.0498|0.753|120.042|4
25|"4rmPQGwcLQjCoFq5NrTA0D"|"Mark Ronson"|"Uptown Funk (feat. Bruno Mars)"|270626|"Uptown Funk (feat. Bruno Mars)"|1|"2014-11-24"|1|0.853|0.681|0|-5.003|1|0.0888|0.00966|5.71e-05|0.0233|0.93|114.989|4
26|"3AszgPDZd9q0DpDFt4HFBy"|"Outkast"|"Hey Ya!"|239240|"The Way You Move / Hey Ya!"|3|"2003"|4|0.715|0.97|0|-2.206|1|0.0648|0.0644|0.000156|0.205|0.963|79.504|4
27|"5b88tNINg4Q4nrRbrCXUmg"|"Pharrell Williams"|"Happy - From ""Despicable Me 2"""|232720|"G I R L"|5|"2014-03-03"|10|0.647|0.822|5|-4.662|0|0.183|0.219|0|0.0908|0.962|160.019|4
28|"7LcfRTgAVTs5pQGEQgUEzN"|"Maroon 5"|"Moves Like Jagger - Studio Recording From ""The Voice"" Performance"|201160|"Hands All Over"|13|"2010"|13|0.722|0.758|11|-4.477|0|0.0471|0.0111|0|0.308|0.62|128.047|4
29|"70dWrqAp30TmWeibQkn0i7"|"LMFAO"|"Party Rock Anthem"|263360|"Party Rock Anthem"|1|"2011"|1|0.741|0.727|5|-4.174|0|0.151|0.0205|0|0.264|0.37|130.023|4
30|"4ePP9So5xRzspjLFVVbj90"|"Spin Doctors"|"Two Princes"|256733|"Pocket Full Of Kryptonite"|7|"1991-08-27"|10|0.543|0.912|7|-10.71|1|0.0601|0.00162|2.1e-06|0.0565|0.836|103.731|4
31|"2khqMJ0UmmTCgiIjr8RhL3"|"St. Lucia"|"Dancing On Glass"|246693|"Dancing On Glass"|1|"2015-10-22"|1|0.557|0.939|1|-4.712|1|0.0483|0.0175|0|0.317|0.356|101.015|4
32|"40MkEbKzuSW9ET6HBngqnK"|"Major Lazer"|"Light It Up (feat. Nyla & Fuse ODG) [Remix]"|166138|"Peace Is The Mission (Extended)"|10|"2015-11-27"|14|0.747|0.877|9|-3.782|0|0.0664|0.0375|0.000833|0.233|0.752|107.991|4
33|"5KUh0UwMyjL3RHfNJbuD3q"|"Nathaniel"|"Live Louder"|189133|"Live Louder"|1|"2014-09-05"|1|0.741|0.706|0|-2.999|1|0.0619|0.00434|0|0.522|0.891|117.038|4
34|"2mUsezD0iyDJzvyltPoREy"|"Andy Grammer"|"Honey, I'm Good."|199253|"Magazines Or Novels"|1|"2014-08-08"|12|0.753|0.799|9|-6.43|1|0.055|0.0321|0|0.323|0.595|122.033|4
35|"12VPYOEM6y4uobCmEwAFK8"|"Andy Grammer"|"Good To Be Alive (Hallelujah)"|189098|"Good To Be Alive (Hallelujah)"|1|"2015-08-24"|1|0.781|0.893|5|-3.589|1|0.0463|0.0349|0|0.637|0.68|120.018|4
36|"1CvhKmrutTAta5awpJcFDn"|"Silentó"|"Watch Me (Whip / Nae Nae)"|185131|"Watch Me (Whip / Nae Nae)"|1|"2015-05-04"|1|0.819|0.768|8|-8.522|1|0.134|0.234|0|0.334|0.964|139.982|4
37|"3OltYYcLZUhvho5QoRbUNr"|"Counting Crows"|"Accidentally In Love - From ""Shrek 2"" Soundtrack"|188386|"Films About Ghosts: The Best Of..."|17|"2003-01-01"|17|0.555|0.926|7|-3.613|1|0.0363|0.0484|7.67e-06|0.171|0.771|138.017|4
38|"2CpH1L4CUR47RARB3PgY1l"|"SAYGRACE"|"You Don't Own Me (feat. G-Eazy)"|199314|"You Don't Own Me (feat. G-Eazy)"|1|"2015-03-17"|1|0.336|0.664|7|-5.68|1|0.102|0.166|1.31e-06|0.0575|0.294|186.394|3
39|"1qEHgdFqUxFebMPk8s2HLY"|"Scissor Sisters"|"I Don't Feel Like Dancin' - Radio Edit"|248640|"I Don't Feel Like Dancin'"|1|"2006-01-01"|1|0.711|0.924|7|-3.398|1|0.0282|0.0156|0|0.114|0.912|108.033|4
40|"2oEHo5SYZqiDZdRH2ERNsD"|"Lily Allen"|"As Long as I Got You"|203480|"Sheezus"|7|"2014-05-02"|14|0.517|0.777|6|-5.335|0|0.062|0.0319|2.85e-05|0.168|0.745|199.708|4
41|"7b71WsDLb8gG0cSyDTFAEW"|"Calvin Harris"|"Summer"|224506|"Summer"|1|"2014-04-30"|1|0.603|0.861|4|-3.565|0|0.0325|0.0215|0.043|0.1|0.72|127.962|4
42|"0NYtA0lBhi5meuRea7MgOV"|"AJR"|"I'm Ready"|227306|"I'm Ready"|1|"2014-07-14"|1|0.628|0.867|9|-3.555|1|0.0913|0.0108|0|0.308|0.597|78.043|4
43|"5HOpkTTVcmZHnthgyxrIL8"|"Ylvis"|"The Fox (What Does the Fox Say?)"|213708|"The Fox (What Does the Fox Say?)"|1|"2013-09-02"|1|0.703|0.867|6|-4.292|1|0.0453|0.107|0|0.119|0.546|128.008|4
44|"6NdcSEhpGGAYXNnnhGS2s6"|"The Romantics"|"What I Like About You"|175400|"What I Like About You (And Other Romantic Hits)"|1|"1990"|10|0.542|0.915|9|-9.637|1|0.0549|0.319|5.34e-05|0.171|0.92|159.81|4
45|"5M5mzimlah21xlC1rAuIuY"|"Smash Mouth"|"I'm A Believer - Radio Edit"|183280|"All Star Smash Hits"|16|"2005-01-01"|20|0.523|0.973|6|-3.516|1|0.0697|0.017|1.26e-06|0.33|0.931|164.661|4
46|"3kubUIJGI7gAaPedTovt7F"|"Rihanna"|"Pon de Replay - Full Phatt Remix"|201226|"A Girl Like Me"|14|"2006-04-10"|14|0.822|0.557|8|-9.363|0|0.214|0.00421|0.0129|0.072|0.881|98.975|4
47|"3SPVZJzf1Hs30rB6yXVf2y"|"Of Monsters and Men"|"Mountain Sound"|211453|"My Head Is An Animal"|3|"2012-01-01"|12|0.379|0.878|1|-4.338|0|0.0359|0.042|0.00431|0.146|0.381|102.023|4
48|"5Cqc1llUOf72WFwlxaXEfq"|"Barenaked Ladies"|"One Week"|169760|"Summer Holiday"|4|"2009-05-08"|18|0.702|0.898|9|-6.003|1|0.0373|0.00854|0.000154|0.0917|0.731|112.845|4
49|"36rXHqN7D1ETFhyKXXKs4w"|"C & C Music Factory"|"Gonna Make You Sweat (Everybody Dance Now)"|243693|"Gonna Make You Sweat"|1|"1990-12-18"|11|0.557|0.74|6|-10.999|1|0.0879|0.0018|0.422|0.148|0.801|114.379|4
50|"1mhrPZCfGbDkQn8IYBtgIO"|"DJ Jazzy Jeff & The Fresh Prince"|"The Fresh Prince of Bel-Air"|176466|"Greatest Hits"|16|"1999-08-16"|18|0.83|0.682|10|-7.415|0|0.0936|0.00359|1.76e-06|0.0432|0.863|101.171|4
51|"6ooluO7DiEhI1zmK94nRCM"|"Franz Ferdinand"|"Take Me Out"|237026|"Franz Ferdinand"|3|"2004"|11|0.278|0.676|9|-8.821|1|0.0371|0.000423|0.000899|0.136|0.494|104.545|4
52|"6u0x5ad9ewHvs3z6u9Oe3c"|"The Strokes"|"Under Cover of Darkness"|235546|"Angles"|2|"2011-03-21"|10|0.35|0.775|11|-3.364|1|0.054|0.00433|0.283|0.0676|0.588|199.866|4
53|"5ZPp1V3PufN6qhAe3rLNmb"|"3 Doors Down"|"Kryptonite"|233826|"The Better Life"|1|"2000"|11|0.544|0.878|11|-5.145|0|0.0288|0.00657|1.43e-05|0.17|0.527|99.024|4
54|"6wJFPqpVCzerFNPjlOmLFa"|"The Living End"|"Raise The Alarm"|217480|"White Noise"|2|"2008"|11|0.37|0.975|2|-4.255|0|0.107|3.03e-05|0.000813|0.0475|0.407|160.183|4
55|"6g1NlCpW7fgqDnWbCCDrHl"|"Avicii"|"Wake Me Up - Radio Edit"|247426|"True"|1|"2013-01-01"|12|0.532|0.783|2|-5.697|1|0.0523|0.0038|0.0012|0.161|0.643|124.08|4
56|"0LcVvD1iPjqkfVdWd7ClfA"|"San Cisco"|"Too Much Time Together"|169996|"Gracetown"|2|"2015-03-06"|12|0.563|0.841|2|-5.35|1|0.0519|0.263|0.000258|0.0751|0.954|154.876|4
57|"1uT5X0suLjdxnmom0YYJ6N"|"Boy & Bear"|"Walk the Wire"|179120|"Limit of Love"|2|"2015-10-09"|11|0.535|0.895|5|-4.985|1|0.042|0.00136|0.000449|0.101|0.703|139.477|4
58|"10rChmECwPcvTTj4w07hq4"|"Simple Plan"|"Welcome to My Life"|206773|"Still Not Getting Any"|2|"2004-10-26"|13|0.421|0.858|1|-4.535|1|0.0963|0.0134|0|0.067|0.491|173.255|4
59|"78pHMOI9qUWonIMySjO3XY"|"Simple Plan"|"Shut Up!"|182986|"Still Not Getting Any"|1|"2004-10-26"|13|0.507|0.959|1|-4.763|1|0.118|0.00104|0|0.147|0.436|165.136|4
60|"4vbWt7IHDyiISEt3Fr4Fwk"|"Simple Plan"|"Jump"|188400|"Still Not Getting Any"|7|"2004-10-26"|13|0.665|0.924|8|-5.841|1|0.0859|0.00354|7.73e-06|0.045|0.659|105.025|4
61|"0KlahhzNb98zyN83Vwae0l"|"The Veronicas"|"Untouched"|255360|"Hook Me Up"|1|"2007-10-30"|13|0.557|0.783|6|-4.893|0|0.234|0.0171|0.0172|0.151|0.442|177.008|4
62|"4HuHoYjNcbGIHFpRVbRj2T"|"Black Eyed Peas"|"Pump It"|213613|"Pump It"|1|"2005-01-01"|2|0.647|0.925|9|-3.157|1|0.176|0.00949|0|0.564|0.753|153.669|4
63|"2bJvI42r8EF3wxjOuDav4r"|"Pitbull"|"Time of Our Lives"|229360|"Globalization"|4|"2014-11-21"|11|0.721|0.802|1|-5.797|1|0.0583|0.0921|0|0.694|0.724|124.022|4
64|"6jMw916p6AcxnVQ9n4kbsy"|"Black Eyed Peas"|"Imma Be"|257560|"THE E.N.D. (THE ENERGY NEVER DIES) [International Version]"|4|"2009-01-01"|16|0.597|0.517|0|-6.963|1|0.365|0.179|0|0.307|0.412|92.035|4
65|"1SSCWNA7xYIN0JKzspbnh4"|"Shakira"|"Try Everything"|196853|"Zootopia (Original Motion Picture Soundtrack)"|1|"2016-02-12"|22|0.705|0.616|1|-4.88|1|0.0313|0.0289|0|0.0827|0.463|115.478|4
66|"3RkvscbM4aNbELiQf7PJwn"|"Pharrell Williams"|"Happy - From ""Despicable Me 2"""|233293|"Happy (From ""Despicable Me 2"")"|1|"2014-01-22"|1|0.662|0.757|5|-6.818|0|0.144|0.291|0|0.0885|0.962|159.945|4
67|"70Vdd1gx5tn84jkAU31ASv"|"LMFAO"|"Sexy And I Know It"|199480|"Sorry For Party Rocking"|4|"2011-01-01"|16|0.707|0.861|7|-4.225|1|0.316|0.1|0|0.191|0.795|130.021|4
68|"2Cd9iWfcOpGDHLz6tVA3G4"|"Shakira"|"Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)"|202626|"Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)"|1|"2010-05-07"|1|0.766|0.873|11|-6.381|0|0.143|0.00627|0|0.0764|0.743|126.988|4
69|"0zkiQH567SDLqfWNBaU3hv"|"The Chainsmokers"|"#SELFIE"|183750|"#SELFIE"|1|"2014-01-01"|1|0.808|0.915|0|-3.277|1|0.233|0.0136|9.03e-06|0.0788|0.647|127.984|4
70|"39eHmqcYgtifpyjr58v5n5"|"Martin Solveig"|"Intoxicated - Radio Edit"|159560|"Only Dance Hits Vol.2"|13|"2015-12-07"|34|0.792|0.688|0|-4.008|1|0.0386|0.00435|0.00477|0.0972|0.502|124.987|4
71|"5vGEdM7LvbgMypJkILhQ4p"|"Florence + The Machine"|"Dog Days Are Over"|252818|"Between Two Lungs"|1|"2010-01-01"|25|0.494|0.831|7|-5.151|1|0.0996|0.0363|0.00345|0.119|0.271|150.248|4
72|"4H51XuYW4NsRH9QdnlHk9x"|"Florence + The Machine"|"Dog Days Are Over - Yeasayer Remix"|255773|"Between Two Lungs"|19|"2010-01-01"|25|0.648|0.63|7|-5.771|1|0.0441|0.37|0.013|0.175|0.724|74.992|4
73|"2Fyz3wjxtUP1WvidFxPBry"|"David Bowie"|"Magic Dance (Single Version) - 2002 Remaster"|240400|"Magic Dance E.P."|1|"1986"|4|0.693|0.885|2|-9.998|1|0.0659|0.0162|2.13e-06|0.328|0.63|105.636|4
74|"5k5fWendNngd89O8JKoE8L"|"Meghan Trainor"|"Better When I'm Dancin'"|176266|"Better When I'm Dancin'"|1|"2015-10-14"|1|0.756|0.789|2|-7.002|1|0.0324|0.53|0.000711|0.157|0.873|127.987|4
75|"519iK3BrSWhVLhmBlDIP4x"|"Imagine Dragons"|"I Bet My Life"|192706|"Smoke + Mirrors (Deluxe)"|5|"2015-05-11"|19|0.561|0.674|1|-8.201|1|0.0436|0.392|0.000176|0.471|0.579|107.974|4
76|"6RxO08wzUmlE1sBc1bNZNW"|"American Authors"|"Best Day Of My Life - Single Version"|194240|"Oh, What A Life"|3|"2014-01-01"|14|0.673|0.902|2|-2.392|1|0.0346|0.0591|0.000262|0.0558|0.538|100.012|4
77|"6JV2JOEocMgcZxYSZelKcc"|"Justin Timberlake"|"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")"|236001|"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")"|1|"2016-05-06"|1|0.666|0.83|0|-5.715|1|0.0751|0.0123|0|0.191|0.702|113.03|4
78|"3s2FxrA4ZXbTR6SlH6LXh9"|"Matoma"|"Wonderful Life (Mi Oh My) - From the Angry Birds Movie Original Motion Picture Soundtrack"|210920|"Wonderful Life (Mi Oh My) [From the Angry Birds Movie Original Motion Picture Soundtrack]"|1|"2016-04-22"|1|0.871|0.754|6|-5.771|1|0.034|0.217|1.09e-05|0.122|0.924|110.97|4
79|"2Aa1wE8ofs2tu59TOQrZKW"|"DNCE"|"Cake By The Ocean"|218440|"SWAAY"|1|"2015-10-23"|4|0.774|0.765|4|-5.503|0|0.0517|0.156|0|0.0523|0.908|119.018|4
80|"2Dz8KeCYs9awlwUJStJlmh"|"MKTO"|"Classic"|175426|"MKTO"|2|"2014"|11|0.72|0.791|1|-4.689|1|0.124|0.0384|0|0.157|0.756|102.071|4
81|"2S5LNtRVRPbXk01yRQ14sZ"|"Flo Rida"|"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)"|224258|"My House"|3|"2015-04-07"|7|0.854|0.766|9|-4.697|0|0.141|0.0242|0|0.0793|0.784|118.004|4
82|"20dJUFrfY0TBZ7HHhJgjsg"|"Fleur East"|"Sax"|236440|"Sax"|1|"2015-11-06"|1|0.728|0.892|4|-5.172|1|0.126|0.0144|0|0.469|0.826|117.976|4
83|"2Pavqy0vPxGilGe0IIetdP"|"Sheppard"|"Geronimo"|218227|"Geronimo"|1|"2014-01-01"|1|0.707|0.771|7|-6.275|1|0.0783|0.434|0.0013|0.115|0.437|142.016|4
84|"594ZjTmDsedbSDwFI1GfsF"|"A-Trak"|"We All Fall Down"|221034|"We All Fall Down"|1|"2015-10-02"|1|0.651|0.906|11|-2.619|1|0.0366|0.0023|1.2e-06|0.344|0.43|126.036|4
85|"7K5dzhGda2vRTaAWYI3hrb"|"P!nk"|"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")"|215413|"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")"|1|"2016-04-15"|1|0.632|0.702|7|-5.92|1|0.148|0.0114|0|0.108|0.523|162.958|4
86|"00iCRJ7pk3onHablkLyVH1"|"P!nk"|"Today's The Day - From ""The Ellen DeGeneres Show"""|224826|"Today's The Day (From ""The Ellen DeGeneres Show"")"|1|"2015-09-10"|1|0.497|0.922|0|-4.674|0|0.139|0.0363|0|0.0702|0.496|124.036|4
87|"78zT4uqO5K03vo5hUmmIRC"|"Maroon 5"|"Little Of Your Time"|137066|"It Won't Be Soon Before Long (International Version)"|3|"2007-01-01"|15|0.686|0.963|6|-2.532|0|0.0801|0.0658|0|0.104|0.965|143.931|4
88|"0JhKJg5ejeQ8jq89UQtnw8"|"Avicii"|"Levels - Radio Edit"|199903|"Levels"|1|"2011-10-28"|4|0.62|0.881|1|-5.851|0|0.0372|0.0585|0.714|0.311|0.415|126.035|4
89|"3oOWBUNbwHZkWF2WND4kK2"|"Beyoncé"|"Run the World (Girls)"|236093|"4"|12|"2011"|18|0.733|0.899|0|-4.237|1|0.143|0.00496|4.72e-05|0.372|0.76|127.086|4
90|"1CmUZGtH29Kx36C1Hleqlz"|"Macklemore & Ryan Lewis"|"Thrift Shop (feat. Wanz)"|235613|"Thrift Shop (feat. Wanz)"|1|"2012-08-01"|1|0.781|0.526|6|-6.985|0|0.293|0.0619|0|0.0457|0.662|94.992|4
91|"59RSrxkSKSixEWBAIvE5Wa"|"Nicki Minaj"|"Starships"|210626|"Pink Friday ... Roman Reloaded (Deluxe)"|10|"2012-01-01"|21|0.747|0.716|11|-2.457|0|0.0751|0.135|0|0.251|0.751|125.006|4
92|"5HbCnVLXRyZVxnreOPgJCK"|"Avril Lavigne"|"Girlfriend"|216600|"The Best Damn Thing"|1|"2007-04-17"|12|0.56|0.959|7|-2.433|1|0.102|0.000738|0.000206|0.209|0.67|163.983|4
93|"7gKIt3rDGIMJDFVSPBnGmj"|"Nicki Minaj"|"Super Bass"|200013|"Pink Friday"|14|"2010-01-01"|18|0.721|0.867|11|-4.302|1|0.196|0.29|2.87e-06|0.503|0.639|127.033|4
94|"2V4bv1fNWfTcyRJKmej6Sj"|"Mike Posner"|"Cooler Than Me - Single Mix"|213293|"31 Minutes to Takeoff"|4|"2010-08-09"|12|0.768|0.82|7|-4.63|0|0.0474|0.179|0|0.689|0.625|129.965|4
95|"6OZPl7bOm8EOshsVmWH5W8"|"Fall Out Boy"|"Immortals"|189386|"American Beauty/American Psycho"|10|"2015-01-16"|11|0.614|0.877|2|-3.601|1|0.0708|0.00172|2.95e-06|0.706|0.498|108.015|4
96|"5MMLS3xm12D7N26xlfFApr"|"Bruno Mars"|"Runaway Baby"|148448|"Doo-Wops & Hooligans"|4|"2010-10-05"|10|0.658|0.762|10|-3.028|0|0.0425|0.263|0|0.127|0.823|163.864|4
97|"0293bTPojlkLvyr8ojc74y"|"Daryl Hall & John Oates"|"You Make My Dreams"|191480|"(500) Days of Summer (Music from the Motion Picture)"|7|"2009-07-10"|16|0.752|0.694|5|-5.385|1|0.062|0.312|0.0348|0.0577|0.869|167.263|4
98|"6ddQ5KCkvCggk3j6KdA0zL"|"Dizzee Rascal"|"Bonkers"|177573|"Tongue N' Cheek (Dirtee Deluxe Edition)"|1|"2011-01-01"|21|0.624|0.977|11|-3.34|0|0.22|0.00615|0|0.253|0.74|126.129|4
99|"3YtL6y0eib6vgPmvF3mUed"|"Mr. Belt & Wezol"|"Finally - Radio Edit"|199488|"Finally"|1|"2015-04-20"|1|0.709|0.77|11|-5.883|0|0.0446|0.0166|0|0.335|0.772|125.027|4
100|"4HYdIhVgmpcFUMOkFHGMvz"|"Example"|"Changed The Way You Kiss Me - Radio Edit"|193107|"#hits"|1|"2013-08-05"|16|0.562|0.811|4|-4.355|0|0.0416|0.0082|0.000286|0.0765|0.211|127.029|4
101|"4tnJ43usGOwv4x4qgmKdAX"|"Steps"|"Tragedy"|271560|"Gold - Greatest Hits"|1|"2002-03-19"|20|0.675|0.91|2|-5.912|1|0.0354|0.024|0.00516|0.24|0.85|125.034|4
102|"4Ypojjb7T5AW2IgkCAxmAO"|"M People"|"Moving on Up"|216040|"One Night In Heaven: The Very Best Of M People"|1|"2009-03-26"|30|0.895|0.862|0|-6.078|0|0.0365|0.0408|0.0399|0.102|0.964|125.078|4
103|"3RYgABHAjXGMkiDIHQiwDQ"|"Kylie Minogue"|"Can't Get You out of My Head"|231480|"Boombox"|1|"2008-12-17"|31|0.768|0.55|9|-7.604|0|0.034|0.0269|0.578|0.089|0.965|126.013|4
104|"144JMbvbR5txNzoZ112wo4"|"Cher"|"Strong Enough"|224000|"Believe"|5|"1998"|10|0.593|0.923|0|-6.19|1|0.101|0.0495|0|0.29|0.587|124.862|4
105|"6IOKrkLJQYDwCf6nthu8DB"|"Geri Halliwell"|"It's Raining Men"|254640|"It's Raining Men"|1|"2001"|2|0.637|0.929|5|-6.03|0|0.0447|0.063|0.00796|0.318|0.604|136.482|4
106|"3BUlN2jQEBoB9EYMpMkEvP"|"Kylie Minogue"|"Your Disco Needs You - Casino Radio & Club Remix"|219653|"Boombox"|15|"2008-12-17"|31|0.607|0.955|7|-4.104|1|0.0736|0.0748|0.00337|0.106|0.81|127.984|4
107|"24kGngQeXHt0uhffKpq0zj"|"The Pussycat Dolls"|"Don't Cha"|272080|"PCD (Revised International Version)"|1|"2005-01-01"|14|0.875|0.631|1|-3.475|1|0.099|0.00542|2.54e-06|0.127|0.549|120.002|4
108|"6pF9GmOJ9uE1E8t7u0W54J"|"Infernal"|"From Paris to Berlin - radio version"|209666|"From Paris to Berlin"|1|"2005"|2|0.75|0.81|9|-6.655|0|0.0892|0.0973|0|0.0397|0.919|126.077|4
109|"2wEjPgOCEczmjlvq60LyQi"|"Panic! At The Disco"|"Girls / Girls / Boys"|206840|"Too Weird to Live, Too Rare to Die!"|6|"2013-10-04"|10|0.606|0.924|11|-4.531|0|0.0349|0.00216|3.3e-06|0.24|0.965|144.998|4
110|"7Jh9XDqXe3yvxovXsLYOO2"|"MIKA"|"Big Girl (You Are Beautiful)"|248000|"Life in Cartoon Motion"|9|"2007-01-01"|13|0.798|0.748|11|-6.287|1|0.0822|0.0296|0|0.22|0.835|116.0|4
111|"4lCv7b86sLynZbXhfScfm2"|"Katy Perry"|"Firework"|227880|"Teenage Dream: The Complete Confection"|4|"2012-03-12"|19|0.638|0.826|8|-4.968|1|0.0479|0.139|0|0.0803|0.649|124.072|4
