"n"|"id"|"artist_name"|"name"|"duration_ms"|"album_name"|"track_number"|"release_date"|"total_tracks"|"danceability"|"energy"|"key"|"loudness"|"mode"|"speechiness"|"acousticness"|"instrumentalness"|"liveness"|"valence"|"tempo"|"time_signature"
112|"5VFvgg0SYbHwq7bVGcGrhT"|"Kylie Minogue"|"Your Disco Needs You"|212773|"Boombox"|15|"2008-12-17"|31|0.477|0.876|4|-4.947|0|0.112|0.242|2.16e-05|0.132|0.471|126.002|4
113|"6L6OkUKH6KxqcMWIGj74M6"|"Glee Cast"|"Thriller / Heads Will Roll (Glee Cast Version)"|216546|"Thriller / Heads Will Roll (Glee Cast Version)"|1|"2011-02-06"|1|0.637|0.851|10|-5.081|0|0.0837|0.00393|0|0.231|0.616|123.023|4
114|"77arwHFzLS7EPSmUIsN6h2"|"Glee Cast"|"Survivor / I Will Survive (Glee Cast Version)"|208573|"Survivor / I Will Survive (Glee Cast Version)"|1|"2011-12-06"|1|0.563|0.913|9|-4.384|0|0.225|0.00773|0|0.127|0.311|128.083|4
115|"1Je1IMUlBXcx1Fz0WE7oPT"|"Spice Girls"|"Wannabe"|173026|"Spice"|1|"1996-01-01"|10|0.768|0.864|11|-6.145|1|0.0324|0.101|0|0.162|0.891|110.008|4
116|"4aqk75m68btdZPmpZMtSIE"|"Rogue Traders"|"Way To Go!"|196346|"Here Come The Drums"|3|"2005-10-23"|12|0.683|0.965|9|-4.042|1|0.179|0.00415|0|0.0669|0.67|152.85|4
117|"7uU3Jb0ELZN8ilYwwMdEjd"|"Rogue Traders"|"Voodoo Child"|237480|"Here Come The Drums"|2|"2005-10-23"|12|0.657|0.952|4|-5.534|1|0.0371|0.00183|0.000392|0.135|0.825|132.487|4
118|"2gMbtLfhkR6koXb7K3a321"|"Rogue Traders"|"Watching You"|207200|"Here Come The Drums"|6|"2005-10-23"|12|0.7|0.935|7|-4.857|1|0.095|0.00338|0|0.286|0.741|130.024|4
119|"2utvK2CuAEXbUnPpV9ataH"|"Blondie"|"One Way Or Another"|208360|"Atomic/Atomix"|16|"1999-01-01"|29|0.446|0.866|11|-6.282|0|0.0647|0.0034|0.00946|0.0462|0.819|162.397|4
120|"1yzSEJnIbIFJlwr3hg8ube"|"Kylie Minogue"|"All the Lovers"|199426|"Aphrodite (Les Folies Tour Edition)"|1|"2010-06-30"|21|0.599|0.721|0|-6.212|1|0.0382|0.00285|0.164|0.115|0.512|120.048|4
121|"0SHmApKzT0EWhbFKBjsOex"|"B*Witched"|"C'est la Vie"|172066|"B*Witched"|2|"1998-10-08"|12|0.701|0.937|7|-4.845|1|0.0299|0.101|9.61e-05|0.0674|0.923|108.993|4
122|"5VeiPatiD25gVWKOFuxI10"|"S Club 7"|"Don't Stop Movin'"|233173|"Best - The Greatest Hits"|8|"2003-01-01"|15|0.825|0.677|7|-6.127|1|0.0328|0.0341|0|0.1|0.895|117.042|4
123|"7q3qX7Ees3FZtRFJXWgPZs"|"Geri Halliwell"|"It's Raining Men"|254640|"Scream If You Wanna Go Faster"|10|"2001-05-14"|12|0.637|0.929|5|-6.03|0|0.0447|0.063|0.00796|0.318|0.604|136.482|4
124|"1jI1aLmm5HTwiMtvsbwDJw"|"Spice Girls"|"Who Do You Think You Are"|240706|"Spice"|7|"1996-01-01"|10|0.727|0.83|6|-6.658|0|0.0376|0.0226|0.00356|0.73|0.899|118.002|4
125|"0zgg6kgJgYIRubTWFLn2Nl"|"Aqua"|"Lollipop (Candyman)"|215053|"Greatest Hits"|10|"2009-01-01"|19|0.71|0.98|0|-3.718|0|0.031|0.0275|0.00887|0.175|0.852|139.03|4
126|"1bvsVJDGG7bXsvGKfwM3yV"|"Shania Twain"|"That Don't Impress Me Much"|235666|"Come On Over"|13|"1997-01-01"|16|0.738|0.87|10|-4.828|0|0.0508|0.154|0|0.172|0.966|124.997|5
127|"6eigjQFt6yHU2NaDaL6lZR"|"Eric Prydz"|"Call On Me - Radio Edit"|175466|"Call On Me"|1|"2004"|6|0.608|0.85|10|-5.969|1|0.414|0.00496|0.00298|0.761|0.423|126.273|4
128|"2FIkvyMUjywDkelCLzhtqP"|"Kylie Minogue"|"Wow"|190973|"X"|11|"2007-11-21"|13|0.654|0.884|9|-5.466|1|0.202|0.151|0.000268|0.379|0.851|124.072|4
129|"0Ph6L4l8dYUuXFmb71Ajnd"|"Ricky Martin"|"Livin' la Vida Loca"|243160|"Ricky Martin"|1|"1999"|14|0.425|0.954|1|-3.756|0|0.0476|0.00414|0|0.0555|0.933|178.043|4
130|"5uCojkmUGzIZjDpiiH6sIo"|"TV Rock"|"Bimbo Nation - TV Rock Radio Mix"|193466|"Sunshine City"|2|"2006-11-25"|11|0.895|0.835|7|-4.444|1|0.144|0.0321|1.76e-06|0.249|0.656|123.971|4
131|"5iEDwEp82uLN3X6llJdqen"|"SNAP!"|"Rhythm Is A Dancer - 7"" Edit"|225866|"SNAP! The Power Greatest Hits"|2|"2009-10-19"|22|0.794|0.756|9|-11.331|0|0.0343|0.251|0.000611|0.122|0.759|124.25|4
132|"0ofMkI3jzmGCElAOgOLeo3"|"Corona"|"The Rhythm of the Night"|264280|"The Rhythm of the Night"|8|"1994"|16|0.69|0.805|5|-11.522|0|0.0336|0.000232|0.739|0.095|0.799|127.808|4
133|"7GbqE3MlkKosIaCvf50JRK"|"Christina Aguilera"|"Lady Marmalade - From ""Moulin Rouge"" Soundtrack"|264893|"Moulin Rouge"|2|"2001-09-03"|16|0.76|0.801|5|-3.769|1|0.0534|0.0144|1.49e-05|0.665|0.653|109.919|4
134|"5xM801uXVrqhUb0PzeSLvJ"|"Mr. C"|"Cha Cha Slide"|222080|"Mr. C Presents The Cha-cha Slide Greatest Hits"|1|"2009-03-10"|13|0.854|0.903|11|-6.821|0|0.147|0.0423|0.00576|0.316|0.814|131.02|4
135|"0BhZWr9gPZNlVdWWigvYA9"|"5 Seconds of Summer"|"She Looks So Perfect"|202496|"She Looks So Perfect"|1|"2014-01-01"|1|0.495|0.959|1|-3.712|0|0.137|0.000714|0|0.36|0.431|159.993|4
136|"1m4dXbkplvaOO4Wbdjbwxs"|"Meghan Trainor"|"Me Too"|181240|"Thank You (Deluxe)"|2|"2016-05-13"|15|0.935|0.694|11|-5.849|0|0.101|0.0963|1.2e-06|0.479|0.834|123.824|4
137|"2biWKOdQ3jXHJPTzk0ZMZD"|"Aqua"|"Doctor Jones - Original Version"|203200|"Aquarium"|5|"1997-01-01"|11|0.702|0.922|0|-6.479|0|0.0568|0.158|0.000113|0.047|0.469|139.959|4
138|"7atIHMnLUJ5ikdnosz1GwU"|"Aqua"|"Barbie Girl"|197906|"Aquarium"|3|"1997-01-01"|11|0.81|0.956|1|-5.753|0|0.0367|0.0167|0.281|0.35|0.961|129.996|4
139|"5Ja3llwlZViF8iGDGkp6XU"|"Aqua"|"Heat Of The Night"|215026|"Aquarium"|6|"1997-01-01"|11|0.817|0.829|9|-7.101|0|0.0644|0.00551|0.000191|0.232|0.826|115.961|4
140|"5Rk0lRBHtpyGX6touP2glf"|"Aqua"|"Dirty Little Pop Song"|229200|"Megalomania"|2|"2011-01-01"|11|0.775|0.712|5|-4.425|0|0.0365|0.012|0.000558|0.076|0.79|124.963|4
141|"1dzQoRqT5ucxXVaAhTcT0J"|"Lady Gaga"|"Just Dance"|241933|"The Fame"|1|"2008-01-01"|15|0.822|0.739|1|-4.541|0|0.0311|0.0264|4.26e-05|0.181|0.745|118.992|4
142|"7F25roCtYi55JouckaayPC"|"Lady Gaga"|"Judas"|249066|"Born This Way (International Special Edition Version)"|4|"2011-05-23"|23|0.664|0.934|10|-3.848|0|0.0697|0.00108|2.77e-05|0.27|0.53|130.982|4
143|"57F80059mWaWFvWG3tBTbO"|"Lady Gaga"|"The Edge Of Glory"|320546|"Born This Way (International Special Edition Version)"|17|"2011-05-23"|23|0.583|0.768|9|-6.477|1|0.041|0.000323|0.0162|0.109|0.357|127.952|4
144|"0XTThEPWNlMsIagcBFoV9A"|"Christina Aguilera"|"Something's Got A Hold On Me - Burlesque Original Motion Picture Soundtrack"|184773|"Burlesque Original Motion Picture Soundtrack"|1|"2010-11-19"|10|0.509|0.853|1|-3.64|1|0.268|0.473|0|0.122|0.72|150.343|4
145|"4Gh8T9BoncwvMlVoyZ67CL"|"Cher"|"Welcome To Burlesque - Burlesque Original Motion Picture Soundtrack"|165973|"Burlesque Original Motion Picture Soundtrack"|2|"2010-11-19"|10|0.666|0.519|11|-7.88|1|0.0476|0.085|0|0.24|0.457|135.891|4
146|"3e809RytbPZxM8BjbrjlqF"|"Christina Aguilera"|"Express - Burlesque Original Motion Picture Soundtrack"|260040|"Burlesque Original Motion Picture Soundtrack"|6|"2010-11-19"|10|0.727|0.573|6|-7.029|1|0.0333|0.000287|0.00188|0.307|0.162|106.979|4
147|"6fq4QyaUskNqES6lJqgYjW"|"Christina Aguilera"|"Show Me How You Burlesque (Burlesque) - Original Motion Picture Soundtrack"|179373|"Burlesque Original Motion Picture Soundtrack"|9|"2010-11-19"|10|0.753|0.708|7|-5.389|1|0.265|0.0081|0|0.188|0.323|105.521|4
148|"0zjB7ewBWnMgQDMQpFzt92"|"Busted"|"Year 3000"|196200|"Busted"|5|"2002-01-01"|11|0.592|0.842|11|-6.681|1|0.0353|0.000219|0|0.0934|0.898|107.015|4
149|"6aFc0W6xVS9kN9E9NGekAl"|"DNCE"|"Toothbrush"|231813|"SWAAY"|3|"2015-10-23"|4|0.558|0.785|7|-5.792|1|0.152|0.109|0|0.485|0.787|104.934|4
150|"71nRzUv1pztEDn5i7nBw2Y"|"Fall Out Boy"|"Ghostbusters (I'm Not Afraid) (from the ""Ghostbusters"" Original Motion Picture Soundtrack) (feat. Missy Elliott)"|185773|"Ghostbusters (Original Motion Picture Soundtrack) [2016]"|8|"2016-07-15"|14|0.534|0.938|5|-3.073|0|0.0571|0.00162|0.000168|0.304|0.507|155.977|4
151|"6gj08XDlv9Duc2fPOxUmVD"|"Meghan Trainor"|"Lips Are Movin"|182666|"Title (Deluxe)"|11|"2015-01-09"|15|0.775|0.825|7|-5.402|1|0.0464|0.0506|1.03e-06|0.111|0.95|139.091|4
152|"3qjXFLKMp4zfMmugEGPaBx"|"Céline Dion"|"I'm Alive"|210226|"A New Day Has Come"|1|"2002"|17|0.691|0.64|8|-5.087|1|0.0384|0.0247|5.24e-06|0.2|0.452|101.991|4
153|"3ge54HUrk1ht3EX5SMhIzZ"|"Meghan Trainor"|"NO"|213506|"Thank You (Deluxe)"|3|"2016-05-13"|15|0.471|0.802|1|-3.599|0|0.27|0.0125|1.45e-06|0.702|0.653|88.615|4
154|"04DqifbxuvXlpa6Iq3FvDZ"|"The Outhere Brothers"|"Boom Boom Boom"|212019|"Deep House L.A."|1|"2012-08-23"|20|0.669|0.801|7|-11.095|1|0.263|0.0242|3.23e-05|0.112|0.685|128.66|4
155|"4z0sS7hwnTZTRKZVahth6J"|"Little Mix"|"Hair"|209280|"Get Weird (Deluxe)"|5|"2015-11-06"|16|0.697|0.841|7|-4.339|1|0.0397|0.00857|4.41e-05|0.661|0.696|153.962|4
156|"4W4wYHtsrgDiivRASVOINL"|"The B-52's"|"Love Shack"|320680|"Cosmic Thing"|4|"1989-06-23"|10|0.701|0.803|5|-6.786|0|0.0545|0.0544|1.54e-06|0.7|0.903|133.608|4
157|"7tvMOBSGPAl4Gyiq6fdiRd"|"RuPaul"|"Supermodel (You Better Work)"|239933|"Supermodel To The World"|1|"1993-06-08"|12|0.792|0.562|7|-11.379|1|0.0929|0.0152|7.48e-05|0.428|0.592|126.222|4
158|"0hTApoc6D0NnNVVNlJEfdQ"|"Hanne Leland"|"You Don't Own Me (Cosmic Dawn Remix)"|206585|"You Don't Own Me (Cosmic Dawn Remix)"|1|"2017-08-11"|1|0.68|0.824|11|-4.327|1|0.034|0.00692|0.000132|0.353|0.346|102.01|4
159|"2MqlYHVvhW13On1i02tkzF"|"Hanne Leland"|"QUEEN"|198000|"QUEEN"|1|"2016-09-02"|1|0.636|0.833|6|-4.036|1|0.237|0.532|0|0.117|0.513|160.103|4
160|"2nYR8mMHG0ViIdHtS9hJ6w"|"Lee Harding"|"Wasabi"|180333|"What's Wrong With This Picture?"|1|"2006-02-19"|10|0.393|0.916|8|-3.009|1|0.057|4.69e-05|0|0.34|0.511|173.933|4
161|"2HwlvOkwACOGFySnp16b9l"|"Faker"|"This Heart Attack"|227694|"Be The Twilight"|1|"2007-11-17"|12|0.625|0.813|1|-4.184|0|0.0428|0.0201|0|0.146|0.733|122.017|4
162|"2RlgNHKcydI9sayD2Df2xp"|"Electric Light Orchestra"|"Mr. Blue Sky"|303373|"Out of the Blue"|13|"1977"|17|0.388|0.338|10|-10.054|1|0.0329|0.652|3.73e-06|0.248|0.478|177.765|4
163|"2NF8A7C6tICScdRaZ0BrEe"|"Ofenbach"|"Katchi - Ofenbach vs. Nick Waterhouse"|151011|"Katchi (Ofenbach vs. Nick Waterhouse)"|1|"2017-08-25"|1|0.837|0.793|11|-5.048|0|0.0567|0.0261|9.04e-05|0.0743|0.87|124.988|4
164|"0JOfSEYQd3ypXCkXrXcXwj"|"Kylie Minogue"|"Dancing - Initial Talk Remix"|223506|"Dancing (Initial Talk Remix)"|1|"2018-02-23"|1|0.533|0.972|6|-4.186|1|0.0455|0.0726|0.000283|0.118|0.931|113.015|4
165|"2jJIxT6WAIVWzDo3Ou53Q0"|"Gesaffelstein"|"Pursuit"|247603|"Aleph"|2|"2013-10-28"|14|0.682|0.934|7|-4.822|1|0.0741|0.0619|0.926|0.106|0.0708|108.982|3
166|"5dg0kRCq8w0DFWbGO43v4A"|"Alex Larsson"|"We've Got Some Shit to Sort"|183933|"We've Got Some Shit to Sort"|1|"2018-05-07"|1|0.615|0.829|6|-4.921|0|0.0648|0.0601|7.03e-06|0.129|0.787|147.989|4
167|"3so4IK8REIqR6M5iA9gsF8"|"HOFFMAESTRO"|"Highway Man"|229586|"The Storm"|2|"2017-04-05"|14|0.551|0.7|4|-4.951|0|0.0447|0.187|2.12e-06|0.122|0.222|159.644|4
168|"1aiTq20eMuUtW0RS8AaXbS"|"Rogue Traders"|"I Never Liked You"|209120|"Better In The Dark"|3|"2007-10-13"|13|0.636|0.626|2|-5.539|1|0.0544|0.0171|0|0.0696|0.634|146.008|4
169|"7vJgjjXD9spt5fgaSPox9z"|"Aqua"|"Cartoon Heroes - Radio Edit"|219440|"Aquarius (Special Edition)"|1|"2000-01-01"|14|0.679|0.989|1|-3.896|1|0.0517|0.0195|0|0.0588|0.801|128.03|4
170|"5xOw3X6zs7QmDLEVn6yi0n"|"TVEN ROMERO"|"Boyfriend"|178560|"Boyfriend"|1|"2018-09-14"|1|0.633|0.504|5|-11.227|1|0.0411|0.00283|3.91e-05|0.164|0.91|125.085|4
171|"7l1qOUOoMvhjlj9bFKQKvi"|"Tanner Azzinnaro"|"Damn Easy"|225000|"Damn Easy / P-Y-T"|1|"2018-08-24"|2|0.572|0.289|10|-10.595|1|0.031|0.66|0|0.105|0.243|112.192|4
172|"4LtMLBnx6tIZFfxYY7ymuE"|"Tanner Azzinnaro"|"P-Y-T"|221000|"Damn Easy / P-Y-T"|2|"2018-08-24"|2|0.656|0.646|1|-8.241|0|0.201|0.294|0|0.147|0.349|164.01|4
173|"6VtALFNR1QQrmLC23L8Dr1"|"Born Animal"|"Even If It Breaks"|169440|"Even If It Breaks"|1|"2019-04-05"|1|0.444|0.9|9|-4.241|1|0.0404|0.000101|0|0.071|0.773|97.559|4
174|"4Sib57MmYGJzSvkW84jTwh"|"Taylor Swift"|"ME! (feat. Brendon Urie of Panic! At The Disco)"|193040|"ME!"|1|"2019-04-26"|1|0.614|0.839|0|-4.143|1|0.0702|0.0291|0|0.112|0.657|182.123|4
175|"6BdZ2Yd9xjDhr6TNzD7E4s"|"Matt Sperrazza"|"Undertow"|197861|"Undertow"|1|"2019-06-21"|1|0.592|0.581|1|-6.075|0|0.0298|0.0374|0|0.256|0.458|110.927|4
176|"5p1ex0pXv6jSPJ6QbumQpD"|"MEDUZA"|"Piece Of Your Heart"|152913|"Piece Of Your Heart"|1|"2019-02-01"|1|0.677|0.744|10|-6.806|0|0.0295|0.0404|0.00016|0.074|0.631|124.08|4
177|"4MsUsFfWseB9M2plGJyuIw"|"Taylor Swift"|"ME! (feat. Brendon Urie of Panic! At The Disco)"|193040|"ME! (feat. Brendon Urie of Panic! At The Disco)"|1|"2019-04-26"|1|0.614|0.839|0|-4.143|1|0.0702|0.0291|0|0.112|0.657|182.123|4
178|"1CZOrmHUUjeDP7N2B4Ba6S"|"Lady Gaga"|"Bad Romance"|294573|"The Fame Monster (Explicit Version)"|1|"2009-01-01"|8|0.696|0.921|0|-3.755|1|0.0363|0.00314|5.24e-05|0.0842|0.714|119.001|4
179|"30XU4suKzCeoCK9YFzdufg"|"Lady Gaga"|"Born This Way"|260253|"Born This Way (International Special Edition Version)"|2|"2011-05-23"|23|0.587|0.828|11|-5.108|1|0.161|0.00327|0|0.331|0.494|123.907|4
180|"21pySLskKIKrhDziCX5ojQ"|"The Pussycat Dolls"|"When I Grow Up"|245680|"Doll Domination (Deluxe)"|1|"2008-09-23"|20|0.671|0.685|11|-5.762|0|0.05|0.00165|0|0.398|0.368|118.449|4
181|"5lUTzPuiloBHm1qEaJcJfF"|"Christina Aguilera"|"Candyman"|194213|"Back To Basics"|3|"2006-08-14"|22|0.686|0.789|8|-4.713|0|0.23|0.0125|0.0147|0.142|0.72|172.976|4
182|"5jE48hhRu8E6zBDPRSkEq7"|"Meghan Trainor"|"All About That Bass"|187920|"Title (Deluxe)"|2|"2015-01-09"|15|0.807|0.887|9|-3.726|1|0.0503|0.0573|2.87e-06|0.124|0.961|134.052|4
183|"6uAm7pG66O1XesXS9bpHSF"|"Lizzo"|"Good As Hell"|159011|"Good As Hell"|1|"2016-03-11"|1|0.684|0.905|0|-3.187|0|0.0765|0.285|0|0.525|0.492|95.985|4
184|"76hfruVvmfQbw0eYn1nmeC"|"DNCE"|"Cake By The Ocean"|219146|"DNCE"|3|"2016-11-18"|14|0.774|0.753|4|-5.446|0|0.0517|0.152|0|0.0371|0.896|119.002|4
185|"4Q6K6M0HSiRboY3C97AxD4"|"Scissor Sisters"|"Let's Have A Kiki"|229840|"Magic Hour"|6|"2012-01-01"|16|0.795|0.836|0|-6.625|1|0.0797|0.106|0.00148|0.0702|0.858|124.01|4
186|"6u7jPi22kF8CTQ3rb9DHE7"|"Lil Nas X"|"Old Town Road (feat. Billy Ray Cyrus) - Remix"|157066|"Old Town Road"|1|"2019-04-05"|2|0.878|0.619|6|-5.56|1|0.102|0.0533|0|0.113|0.639|136.041|4
187|"4948g5UqwZFLGI8UTOXqdi"|"Panic! At The Disco"|"I Write Sins Not Tragedies"|185586|"A Fever You Can't Sweat Out"|10|"2005-09-27"|13|0.566|0.815|9|-4.481|0|0.14|0.0737|0|0.12|0.672|169.961|4
188|"7rViRqjC8VSLm5nwwALQzU"|"Jon Pardi"|"Dirt On My Boots"|201893|"California Sunrise"|6|"2016-05-13"|12|0.579|0.779|1|-4.155|1|0.0389|0.0986|0|0.194|0.544|179.949|4
189|"3Zwu2K0Qa5sT6teCCHPShP"|"Fall Out Boy"|"Thnks fr th Mmrs"|203506|"Infinity On High"|7|"2007-01-01"|19|0.459|0.891|10|-5.057|0|0.0623|0.00511|0|0.106|0.588|154.837|4
190|"2E43WFS4rRc09za2r2GmZl"|"Fall Out Boy"|"My Songs Know What You Did In The Dark (Light Em Up)"|186826|"Save Rock And Roll"|2|"2013-01-01"|11|0.558|0.924|9|-4.341|0|0.064|0.0271|3.32e-06|0.537|0.567|151.99|4
191|"3QpkbrYXtlU3LRJu3sTK6V"|"Bastille"|"Joy"|192522|"Joy"|1|"2019-05-02"|1|0.559|0.915|9|-4.811|1|0.132|0.222|0|0.113|0.361|117.914|4
192|"6lupPYC7m8khmxwFqfaiUQ"|"Infernal"|"From Paris To Berlin"|209666|"From Paris To Berlin (The original album)"|2|"2004-08-23"|15|0.741|0.869|9|-6.534|0|0.0816|0.096|0|0.0396|0.839|126.069|4
193|"6oJ6le65B3SEqPwMRNXWjY"|"Kygo"|"Higher Love"|228267|"Higher Love"|1|"2019-06-28"|1|0.693|0.678|8|-7.159|1|0.0324|0.0151|5.71e-06|0.101|0.404|103.952|4
194|"3lPr8ghNDBLc2uZovNyLs9"|"Muse"|"Supermassive Black Hole"|212439|"Black Holes and Revelations"|3|"2006-06-19"|12|0.668|0.921|7|-3.727|1|0.0439|0.0492|0.00517|0.0877|0.782|120.0|4
195|"7xyYsOvq5Ec3P4fr6mM9fD"|"Muse"|"Hysteria"|227440|"Absolution"|8|"2004-03-23"|15|0.412|0.92|9|-4.852|0|0.0575|0.000456|0.0026|0.11|0.455|93.162|4
196|"3XQZQspICLaXmljIrBAcqV"|"THE TRASH MERMAIDS"|"Sweet Candy"|214366|"Sweet Candy"|1|"2019-02-14"|1|0.649|0.842|11|-1.734|0|0.0613|0.0138|0|0.633|0.654|126.977|4
197|"4VqPOruhp5EdPBeR92t6lQ"|"Muse"|"Uprising"|304840|"The Resistance"|1|"2009-09-10"|11|0.602|0.905|2|-4.046|1|0.0775|0.000202|0.064|0.117|0.411|128.019|4
198|"6FE2iI43OZnszFLuLtvvmg"|"MKTO"|"Classic"|175426|"MKTO"|2|"2012"|11|0.72|0.791|1|-4.689|1|0.124|0.0384|0|0.157|0.756|102.071|4
199|"0ofbQMrRDsUaVKq2mGLEAb"|"Camila Cabello"|"Havana (feat. Young Thug)"|216896|"Havana (feat. Young Thug)"|1|"2017-08-03"|1|0.768|0.517|7|-4.323|0|0.0312|0.186|3.8e-05|0.104|0.418|104.992|4
200|"5itOtNx0WxtJmi1TQ3RuRd"|"Calvin Harris"|"Giant (with Rag'n'Bone Man)"|229184|"Giant (with Rag'n'Bone Man)"|1|"2019-01-11"|1|0.807|0.887|1|-4.311|0|0.0361|0.016|0.000503|0.0811|0.606|122.015|4
201|"1rqqCSm0Qe4I9rUvWncaom"|"Panic! At The Disco"|"High Hopes"|190946|"Pray for the Wicked"|4|"2018-06-22"|11|0.579|0.904|5|-2.729|1|0.0618|0.193|0|0.064|0.681|82.014|4
202|"24LS4lQShWyixJ0ZrJXfJ5"|"Calvin Harris"|"Sweet Nothing (feat. Florence Welch)"|212560|"18 Months"|10|"2012-10-29"|15|0.573|0.929|8|-3.942|0|0.109|0.197|0.000112|0.0567|0.582|127.934|4
203|"1jJci4qxiYcOHhQR247rEU"|"MGMT"|"Kids"|302840|"Oracular Spectacular"|5|"2007-12-14"|10|0.451|0.931|9|-3.871|1|0.0719|0.00076|0.0049|0.361|0.172|122.961|4
204|"7CxiUtNxJR6unRJRDc05St"|"Kideko"|"Dum Dum"|208155|"Dum Dum"|1|"2017-09-22"|1|0.506|0.762|8|-7.49|0|0.0762|0.00175|1.83e-05|0.428|0.768|122.506|4
205|"4Jv7lweGIUOFQ7Oq2AtAh9"|"Lykke Li"|"I Follow Rivers - The Magician Remix"|280069|"I Follow Rivers (The Magician Remix)"|1|"2011-10-10"|1|0.786|0.696|9|-5.796|0|0.0428|0.0234|0.0019|0.0839|0.306|121.974|4
206|"6hmhG1b4LEyNuashVvuIAo"|"Zara Larsson"|"Never Forget You"|213427|"So Good"|7|"2017-03-17"|15|0.583|0.732|11|-5.728|0|0.0457|0.00312|9.86e-06|0.269|0.276|145.992|4
207|"4pJtMioCCstSG3VnCdd8Ak"|"The Faceplants"|"Into the Wild"|216525|"Into the Wild"|1|"2019-07-11"|1|0.667|0.91|11|-2.797|0|0.045|0.0553|0|0.278|0.774|141.976|4
208|"7igDK6iIEjPXhLKe4uUZ5A"|"Matt Sperrazza"|"Happy Ever After"|206196|"Happy Ever After"|1|"2019-07-19"|1|0.721|0.622|9|-5.952|0|0.0341|0.113|0|0.0615|0.778|90.028|4
209|"5dW1VZPcFqB4n0P08rGDgm"|"Blanco Brown"|"The Git Up"|200593|"The Git Up"|1|"2019-05-03"|1|0.847|0.678|9|-8.635|1|0.109|0.0669|0|0.274|0.811|97.984|4
210|"2dpaYNEQHiRxtZbfNsse99"|"Marshmello"|"Happier"|214289|"Happier"|1|"2018-08-17"|1|0.687|0.792|5|-2.749|1|0.0452|0.191|0|0.167|0.671|100.015|4
211|"2Fxmhks0bxGSBdJ92vM42m"|"Billie Eilish"|"bad guy"|194087|"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"|2|"2019-03-29"|14|0.701|0.425|7|-10.965|1|0.375|0.328|0.13|0.1|0.562|135.128|4
212|"0YHUITU3w6ws1v8ehT264g"|"Little Mix"|"Shout Out to My Ex"|246240|"Glory Days (Deluxe)"|1|"2016-11-18"|15|0.774|0.739|0|-4.022|1|0.0952|0.0316|5.95e-06|0.119|0.823|126.002|4
213|"0mjAU3yKR1QnXnHtjGJqTM"|"OneRepublic"|"Rescue Me"|158899|"Rescue Me"|1|"2019-05-17"|1|0.759|0.605|7|-7.737|1|0.0433|0.156|0|0.694|0.64|121.049|4
214|"4sNdY0AI89P9dC7Dp0rQJe"|"KB"|"Church Clap"|197066|"Weight & Glory"|11|"2012"|14|0.632|0.75|1|-3.897|1|0.0508|0.0941|0|0.231|0.372|157.981|4
215|"0aj2QKJvz6CePykmlTApiD"|"Justin Timberlake"|"Señorita"|294866|"Justified"|1|"2002-11-04"|13|0.841|0.63|1|-5.356|1|0.0443|0.0725|0|0.0742|0.876|97.964|4
216|"2FK7fxjzQEXD7Z32HSF0Hl"|"Will Smith"|"Men In Black - From ""Men In Black"" Soundtrack"|227266|"Big Willie Style"|16|"1997-10-03"|16|0.801|0.581|5|-8.491|0|0.0681|0.0968|0.000318|0.0971|0.656|107.545|4
217|"31bf9SEOppLU6lQ85d8om6"|"Pras"|"Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa)"|261133|"Ghetto Supastar"|2|"1998-10-03"|18|0.818|0.653|1|-8.396|1|0.204|0.0335|5.46e-06|0.22|0.533|99.931|4
218|"4eLSCSELtKxZwXnFbNLXT5"|"Imagine Dragons"|"On Top Of The World"|189840|"Night Visions (Deluxe)"|5|"2012-09-04"|20|0.507|0.923|0|-5.581|1|0.173|0.0818|4.63e-06|0.0951|0.768|99.252|4
219|"5MhsZlmKJG6X5kTHkdwC4B"|"AronChupa"|"I'm an Albatraoz"|166848|"I'm an Albatraoz"|1|"2014-08-08"|1|0.883|0.817|0|-5.414|1|0.235|0.601|0.00449|0.11|0.595|128.078|4
220|"3Xzog9enTvbsc0G7G9M58D"|"WALK THE MOON"|"Shut Up and Dance - Live Acoustic - 2015"|193986|"Shut Up And Dance (Acoustic)"|1|"2015-09-04"|2|0.82|0.615|0|-4.548|1|0.0466|0.151|0|0.204|0.768|129.874|4
221|"2hgzdQdnfWwtdpZbhZlV72"|"Jennifer Lopez"|"Ain't Your Mama"|218234|"Ain't Your Mama"|1|"2016-04-07"|1|0.757|0.678|8|-5.529|0|0.233|0.0472|9.14e-06|0.0654|0.82|120.075|4
222|"3aIhJDHxr1kgTSnutJxPTH"|"Galantis"|"Peanut Butter Jelly"|203133|"Pharmacy"|9|"2015-06-05"|13|0.708|0.945|5|-3.247|0|0.234|0.00104|0.0803|0.227|0.545|127.96|4
223|"4AMY0oGSt7vZwgxDnHCJBr"|"XO Cupid"|"True Colors (feat. Maya Avedis)"|184019|"True Colors (feat. Maya Avedis)"|1|"2018-09-21"|1|0.636|0.63|0|-6.396|1|0.0346|0.0796|0|0.13|0.454|104.845|4
224|"0ZJ3YdZeohe8iBlrnmmqVE"|"Kate Nash"|"Good Summer"|216453|"Good Summer"|1|"2016-08-08"|1|0.733|0.845|9|-6.776|0|0.114|0.0111|1.57e-06|0.0714|0.733|162.006|4
