"n"|"id"|"artist_name"|"name"|"duration_ms"|"album_name"|"track_number"|"release_date"|"total_tracks"|"danceability"|"energy"|"key"|"loudness"|"mode"|"speechiness"|"acousticness"|"instrumentalness"|"liveness"|"valence"|"tempo"|"time_signature"
353|"0ct6r3EGTcMLPtrXHDvVjc"|"Avicii"|"The Nights"|176658|"The Days / Nights"|2|"2014-01-01"|4|0.527|0.835|6|-5.298|1|0.0433|0.0166|0|0.249|0.654|125.983|4
354|"1v6svH1Fyx9C1nIt1mA2DT"|"Olivia Rodrigo"|"All I Want"|177322|"High School Musical: The Musical: The Series (Original Soundtrack)"|12|"2020-01-10"|41|0.376|0.43|0|-6.585|0|0.0328|0.0902|0|0.0912|0.129|77.599|3
355|"6potEImiklXkwD9qFzpu15"|"Labrinth"|"Forever"|202536|"Euphoria (Original Score from the HBO Series)"|4|"2019-10-04"|26|0.563|0.459|4|-7.781|0|0.0292|0.92|0.724|0.11|0.197|79.983|4
356|"3mRLHiSHYtC8Hk7bzZdUs1"|"Bishop Briggs"|"River"|216133|"Church Of Scars"|2|"2018-04-20"|10|0.733|0.477|2|-6.737|0|0.0687|0.302|2.97e-06|0.0579|0.545|62.507|4
357|"35qgUOaHOnKihBorVs3AbM"|"Gudrap"|"Bubble pop electric - Slowed"|233183|"Bubble pop electric - Slowed"|1|"1998-01-14"|1|0.576|0.709|1|-12.519|1|0.132|0.00039|0.000906|0.0875|0.265|172.927|4
358|"0MoQI1EZGSHLhd5UBdxPol"|"03 Greedo"|"Substance"|219834|"The Wolf of Grape Street"|18|"2018-03-09"|21|0.599|0.32|3|-13.716|0|0.0787|0.26|0|0.106|0.197|70.998|4
359|"2bHfFzMY457XUjTX3eMtsj"|"Ariana Grande"|"bloodline"|216893|"thank u, next"|4|"2018-02-07"|12|0.761|0.654|9|-5.191|0|0.0923|0.0701|0.000102|0.208|0.633|75.987|4
360|"40XwcZVS7Oh7VvBuOWrgkk"|"Finn"|"In Luv With U"|273059|"In Luv With U"|1|"2017-08-17"|1|0.568|0.597|10|-9.631|1|0.0405|0.801|0.17|0.309|0.197|105.415|3
361|"4UG2Fm0E98LhE2dlNxiAXx"|"JVKE"|"this is what falling in love feels like"|120308|"this is what falling in love feels like"|1|"2021-09-03"|1|0.424|0.438|11|-5.53|1|0.0553|0.617|0|0.0837|0.325|128.983|5
362|"0Aqi7ArnBrGblW5T6p2jmD"|"Trevor Daniel"|"Falling"|159381|"Nicotine"|10|"2020-03-26"|10|0.785|0.431|10|-8.756|0|0.0364|0.123|0|0.0887|0.236|127.085|4
363|"6CcJMwBtXByIz4zQLzFkKc"|"Billie Eilish"|"i love you"|291796|"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"|13|"2019-03-29"|14|0.421|0.131|0|-18.435|1|0.0382|0.952|0.00453|0.109|0.12|137.446|4
364|"6DMWwt5XEJKlWYhw2EK76h"|"Claire Rosinkranz"|"Boy In A Billion"|207678|"Boy In A Billion"|1|"2021-06-30"|1|0.507|0.457|10|-7.304|1|0.147|0.437|0|0.291|0.486|79.163|4
365|"1xSmjB0t19q4CSJ0X0ymGB"|"Claire Rosinkranz"|"Frankenstein"|202248|"Frankenstein"|1|"2021-05-14"|1|0.826|0.745|2|-6.091|1|0.141|0.13|1.32e-05|0.178|0.883|119.92|4
366|"0jz0GjigZhQwYxOvTB3zX2"|"Claire Rosinkranz"|"LAX"|204127|"6 Of A Billion"|6|"2021-07-09"|6|0.543|0.435|6|-7.715|1|0.067|0.679|0|0.251|0.383|63.503|4
367|"0xljDdXOyRfnlYAW6ZkzF8"|"Claire Rosinkranz"|"BeVerly Hills BoYfRiEnd (with ROLE MODEL)"|163987|"BeVerly Hills BoYfRiEnd (Remixes)"|3|"2020-12-08"|4|0.589|0.536|0|-10.73|1|0.747|0.447|1.85e-06|0.287|0.541|172.98|4
368|"491E2zTKY6BYGJE7Fw9GXU"|"Jenna Wright"|"Feels Like Home"|169643|"Feels Like Home"|1|"2020-09-03"|1|0.728|0.602|1|-7.862|0|0.217|0.322|0|0.101|0.175|159.949|4
369|"49FYlytm3dAAraYgpoJZux"|"Rihanna"|"Umbrella"|275986|"Good Girl Gone Bad: Reloaded"|1|"2008-06-02"|15|0.583|0.829|1|-4.603|1|0.134|0.00864|0|0.0426|0.575|174.028|4
370|"0IajnzlicUA89rZSkqfLPS"|"Dominic Fike"|"She Wants My Money"|133560|"Don't Forget About Me, Demos"|2|"2018-10-16"|8|0.704|0.478|9|-6.562|1|0.047|0.771|0.000516|0.0875|0.42|128.789|4
371|"0vAb3U3NJhiuib2B7sJdeJ"|"The Drums"|"Money"|233655|"Portamento"|4|"2011-09-06"|12|0.603|0.918|4|-6.652|0|0.0641|0.216|0.146|0.287|0.452|102.473|4
372|"1BViPjTT585XAhkUUrkts0"|"Frank Ocean"|"Seigfried"|334570|"Blonde"|15|"2016-08-20"|17|0.377|0.255|4|-11.165|0|0.0387|0.975|0.000208|0.102|0.37|125.004|5
373|"3CboywxfJIgvHqi2FF4exb"|"A-Wall"|"Loverboy"|224520|"Loverboy"|1|"2019-06-28"|1|0.604|0.466|0|-10.093|1|0.0315|0.649|0.0334|0.093|0.499|120.045|4
374|"6SkHm6poyKfzV6kc9any8k"|"Khalid"|"Suncity (feat. Empress Of)"|189493|"Suncity"|7|"2018-10-19"|7|0.694|0.63|7|-6.84|0|0.162|0.0998|0.000635|0.12|0.341|90.045|4
375|"1UC8echwAV6uWpupCUsbT3"|"Drake"|"Fake Love"|210937|"More Life"|20|"2017-03-18"|22|0.927|0.49|9|-9.372|0|0.389|0.107|0|0.176|0.614|133.99|4
376|"1WoOzgvz6CgH4pX6a1RKGp"|"Fetty Wap"|"My Way (feat. Monty)"|213053|"Fetty Wap (Deluxe)"|8|"2015-09-25"|20|0.748|0.741|6|-3.103|1|0.0531|0.00419|0|0.147|0.537|128.077|4
377|"2eKYRRrNhXXr7SSzE3X99F"|"Cast - Liv and Maddie"|"Better in Stereo - Theme Song Version"|152573|"Liv and Maddie (Music from the TV Series)"|1|"2015-01-01"|13|0.699|0.827|0|-3.469|1|0.0372|0.222|0|0.35|0.819|109.971|4
378|"6UelLqGlWMcVH1E5c4H7lY"|"Harry Styles"|"Watermelon Sugar"|174000|"Fine Line"|2|"2019-12-13"|12|0.548|0.816|0|-4.209|1|0.0465|0.122|0|0.335|0.557|95.39|4
379|"6gj08XDlv9Duc2fPOxUmVD"|"Meghan Trainor"|"Lips Are Movin"|182666|"Title (Deluxe)"|11|"2015-01-09"|15|0.775|0.825|7|-5.402|1|0.0464|0.0506|1.03e-06|0.111|0.95|139.091|4
380|"2YpD6jMLqDuzYm7jjGqWMm"|"Yung Smilez"|"Found Me"|162353|"Found Me"|1|"2022-02-22"|1|0.565|0.535|9|-8.932|0|0.184|0.266|0|0.209|0.42|169.971|4
381|"4nlvKIIetOWGIMyhjQXgOZ"|"Flume"|"The Difference"|139662|"The Difference"|1|"2020-03-11"|1|0.56|0.865|1|-1.148|1|0.0909|0.255|0.000153|0.083|0.424|159.96|4
382|"2ToW7zhGCrVrLU4fiKj9U1"|"The Lumineers"|"Cleopatra"|201413|"Cleopatra"|3|"2016-04-08"|11|0.536|0.775|8|-6.765|1|0.0394|0.228|0.000143|0.0947|0.485|151.393|4
383|"2rPHUAeUPbNgTmK18FPTiZ"|"The Kid LAROI"|"GO (feat. Juice WRLD)"|181688|"F*CK LOVE"|7|"2020-07-24"|15|0.487|0.74|6|-4.973|1|0.0944|0.157|0|0.612|0.522|73.779|4
384|"5AYFdu0Y60pOLAPDpAYONJ"|"The Kid LAROI"|"ERASE U"|109094|"F*CK LOVE (SAVAGE)"|11|"2020-11-06"|22|0.75|0.641|7|-5.134|0|0.0353|0.0458|0|0.193|0.743|144.988|4
385|"3qgPpwtuRu5oP8EtFSj8HE"|"The Kid LAROI"|"SO DONE"|126521|"F*CK LOVE (SAVAGE)"|2|"2020-11-06"|22|0.719|0.598|9|-6.254|1|0.077|0.232|0|0.115|0.303|142.592|4
386|"58ge6dfP91o9oXMzq3XkIS"|"Arctic Monkeys"|"505"|253586|"Favourite Worst Nightmare (Standard Version)"|12|"2007-04-24"|12|0.52|0.852|0|-5.866|1|0.0543|0.00237|5.79e-05|0.0733|0.234|140.267|4
387|"2AYEOC02WLhUiOoaig2SEH"|"Fitz and The Tantrums"|"Out of My League"|209386|"More Than Just a Dream (Deluxe Edition)"|1|"2013-05-07"|14|0.545|0.968|9|-3.553|0|0.0853|0.0387|0.00325|0.331|0.527|169.965|4
388|"0h7tCzQmg4g506wqqufDDo"|"Lil Tjay"|"Brothers"|210080|"True 2 Myself"|12|"2019-10-11"|17|0.528|0.42|2|-10.187|0|0.206|0.695|0|0.141|0.57|85.176|5
389|"6trwNRKYjipVE9wUYSSG82"|"Lil Peep"|"Sunlight On Your Skin - Bonus Track"|200000|"Come Over When You're Sober, Pt. 2"|13|"2018-11-09"|13|0.68|0.597|4|-7.198|0|0.0304|0.0122|0.000599|0.114|0.3|120.052|4
390|"1D4PL9B8gOg78jiHg3FvBb"|"Taylor Swift"|"Love Story"|236266|"Fearless (Big Machine Radio Release Special)"|6|"2008-11-11"|26|0.617|0.741|2|-3.97|1|0.0311|0.131|0|0.0772|0.306|118.984|4
391|"2yLa0QULdQr0qAIvVwN6B5"|"Taylor Swift"|"...Ready For It?"|208186|"reputation"|1|"2017-11-10"|15|0.613|0.764|2|-6.509|1|0.136|0.0527|0|0.197|0.417|160.015|4
392|"6FB3v4YcR57y4tXFcdxI1E"|"Taylor Swift"|"I Knew You Were Trouble."|219720|"Red (Big Machine Radio Release Special)"|8|"2012-10-22"|32|0.622|0.469|3|-6.798|0|0.0363|0.00454|2.25e-06|0.0335|0.679|77.019|4
393|"0tV8pOpiNsKqUys0ilUcXz"|"Andra Day"|"Rise Up"|253342|"Cheers to the Fall"|11|"2015-08-28"|13|0.398|0.316|1|-7.031|1|0.0368|0.805|0|0.295|0.174|118.582|4
394|"0VwNdo84DaVYLIkbVO86ND"|"Taylor Swift"|"We Are Never Ever Getting Back Together"|193146|"Red (Big Machine Radio Release Special)"|16|"2012-10-22"|32|0.628|0.676|7|-5.911|1|0.0916|0.00957|2.65e-05|0.121|0.75|85.984|4
395|"1u8c2t2Cy7UBoG4ArRcF5g"|"Taylor Swift"|"Blank Space"|231826|"1989 (Deluxe)"|2|"2014-01-01"|19|0.76|0.703|5|-5.412|1|0.054|0.103|0|0.0913|0.57|95.997|4
396|"4O7caZhpneiM52gAlCsTpq"|"Surfaces"|"This View"|162406|"Where the Light Is"|4|"2019-01-06"|10|0.812|0.769|6|-5.581|1|0.0442|0.0936|0|0.0621|0.782|133.023|4
397|"3FFpGDzfkwJGjfIqM6BNMC"|"Jordy Searcy"|"Love & War in Your Twenties"|250547|"Dark in the City"|1|"2018-02-15"|7|0.736|0.525|2|-9.694|1|0.0296|0.22|0.00153|0.127|0.529|102.986|4
398|"7BGkpHiIqGGA8B9rRPf5VL"|"Sean Kingston"|"Dumb Love"|186773|"Dumb Love EP"|1|"2010-09-07"|4|0.758|0.646|0|-3.662|1|0.0721|0.356|0|0.473|0.877|128.03|4
399|"5a6pdCHlWS2ekOOQ70QnAr"|"Noah Cyrus"|"July"|156106|"July"|1|"2019-07-31"|1|0.708|0.186|9|-8.953|0|0.0422|0.868|0|0.0779|0.321|72.541|4
400|"7l1qvxWjxcKpB9PCtBuTbU"|"Bruno Mars"|"Count on Me"|197469|"Doo-Wops & Hooligans"|9|"2010-10-05"|10|0.589|0.389|0|-5.972|1|0.028|0.851|0|0.0772|0.501|89.1|4
401|"0GO8y8jQk1PkHzS31d699N"|"Grouplove"|"Tongue Tied"|218013|"Never Trust a Happy Song"|2|"2011-09-02"|12|0.56|0.936|3|-5.835|1|0.0439|0.00847|0|0.161|0.371|112.96|4
402|"2W4yABdLc4Jnds67Poi5Nl"|"Ant Saunders"|"Yellow Hearts"|223257|"Yellow Hearts"|1|"2019-06-18"|1|0.866|0.438|7|-8.943|1|0.0719|0.177|0|0.0743|0.695|129.039|4
403|"4jOtC832PyIXlCVPRElfQu"|"Olly Murs"|"Troublemaker (feat. Flo Rida)"|185586|"Right Place Right Time"|2|"2012-11-23"|18|0.762|0.863|0|-3.689|0|0.0565|0.015|0|0.125|0.965|106.008|4
404|"5w6TVvv71F8px5cObg2xnx"|"Owl City"|"Good Time"|205933|"The Midsummer Station"|7|"2012-01-01"|11|0.554|0.878|3|-4.271|1|0.134|0.0216|5.76e-06|0.362|0.682|126.045|4
405|"4y3OI86AEP6PQoDE6olYhO"|"Jonas Brothers"|"Sucker"|181040|"Sucker"|1|"2019-03-01"|1|0.842|0.734|1|-5.065|0|0.0588|0.0427|0|0.106|0.952|137.958|4
406|"3MjUtNVVq3C8Fn0MP3zhXa"|"Britney Spears"|"...Baby One More Time"|211066|"...Baby One More Time (Digital Deluxe Version)"|1|"1999-01-12"|16|0.759|0.699|0|-5.745|0|0.0307|0.202|0.000131|0.443|0.907|92.96|4
407|"5Hroj5K7vLpIG4FNCRIjbP"|"American Authors"|"Best Day Of My Life"|194240|"Oh, What A Life"|3|"2014-01-01"|11|0.673|0.902|2|-2.392|1|0.0346|0.0591|0.000262|0.0558|0.538|100.012|4
408|"1Boh2IpbQTkL7wLlnDZmdA"|"Sheppard"|"Hometown"|187200|"Hometown"|1|"2018-06-01"|1|0.709|0.655|4|-7.831|1|0.0463|0.257|0|0.21|0.81|115.036|4
409|"1rqqCSm0Qe4I9rUvWncaom"|"Panic! At The Disco"|"High Hopes"|190946|"Pray for the Wicked"|4|"2018-06-22"|11|0.579|0.904|5|-2.729|1|0.0618|0.193|0|0.064|0.681|82.014|4
410|"3cHyrEgdyYRjgJKSOiOtcS"|"Pitbull"|"Timber (feat. Ke$ha)"|204160|"Global Warming: Meltdown (Deluxe Version)"|13|"2012"|17|0.581|0.963|11|-4.087|1|0.0981|0.0295|0|0.139|0.788|129.992|4
411|"5zA8vzDGqPl2AzZkEYQGKh"|"Billy Joel"|"Uptown Girl"|197706|"An Innocent Man"|6|"1983-08-08"|10|0.701|0.944|4|-2.986|1|0.0455|0.0755|0|0.601|0.792|128.993|4
412|"0Ph6L4l8dYUuXFmb71Ajnd"|"Ricky Martin"|"Livin' la Vida Loca"|243160|"Ricky Martin"|1|"1999"|14|0.425|0.954|1|-3.756|0|0.0476|0.00414|0|0.0555|0.933|178.043|4
413|"6P36aEYl4HwrDeEefZIGAF"|"Molly Grace"|"What If I? (The Grocery Store Song)"|208595|"Everybody Wants to Know Molly"|5|"2021-10-22"|6|0.702|0.559|4|-5.491|1|0.0443|0.35|0|0.131|0.901|90.07|4
414|"0Kahm7qIT3oUsRSc4NWWmh"|"DNCE"|"Cake By The Ocean"|218440|"Cake By The Ocean"|1|"2015-09-18"|1|0.772|0.779|4|-5.479|0|0.0509|0.148|0|0.0534|0.892|118.998|4
415|"4wNIkl5XGiAACjFBlDWuSd"|"Jonas Brothers"|"What A Man Gotta Do"|180644|"What A Man Gotta Do"|1|"2020-01-17"|1|0.852|0.698|9|-7.206|1|0.0629|0.00839|1.03e-06|0.0773|0.324|113.039|4
416|"1mea3bSkSGXuIRvnydlB5b"|"Coldplay"|"Viva La Vida"|242373|"Viva La Vida or Death and All His Friends"|7|"2008-05-26"|10|0.486|0.617|5|-7.115|0|0.0287|0.0954|3.23e-06|0.109|0.417|138.015|4
417|"7wNYqliW0LVNT3B25gGXtw"|"Gloria Gaynor"|"I Will Survive - Single Version"|195880|"Music For Seventies"|11|"2007-01-01"|20|0.773|0.829|9|-6.903|0|0.0713|0.0783|0.00349|0.37|0.63|115.904|4
418|"38khFVtHj2atrYLxeSJZKu"|"Swim"|"Heartbeat Connection"|220902|"Heartbeat Connection"|1|"2018-04-27"|1|0.58|0.815|8|-5.313|1|0.0314|0.00491|0|0.256|0.552|115.027|4
419|"66qlqxhEMpSHOzjRK4il0b"|"Ed Sheeran"|"Castle on the Hill"|261153|"Castle on the Hill"|1|"2017-01-06"|1|0.461|0.834|2|-4.868|1|0.0989|0.0232|1.14e-05|0.14|0.471|135.007|4
420|"6sPOmDulFtLzfX25zICNrC"|"The Foundations"|"Build Me Up Buttercup - Mono"|177533|"The Foundations"|7|"1968-01-01"|16|0.659|0.513|0|-7.186|1|0.0293|0.315|0|0.283|0.855|133.609|4
421|"0ktV2JoOsoTGURzKaZnjJL"|"Katy Perry"|"Birthday"|215042|"PRISM (Deluxe)"|3|"2013-01-01"|16|0.715|0.67|11|-5.123|1|0.0735|0.0948|3.9e-06|0.117|0.867|126.069|4
422|"1obisQNOcikRvTdStbW3pG"|"American Authors"|"Go Big Or Go Home"|169026|"What We Live For"|7|"2016-07-01"|12|0.665|0.875|1|-4.272|1|0.0426|0.00939|0|0.0897|0.66|122.008|4
423|"2ZBNclC5wm4GtiWaeh0DMx"|"Beyoncé"|"Single Ladies (Put a Ring on It)"|193213|"I AM...SASHA FIERCE"|1|"2008-11-14"|16|0.426|0.584|1|-5.293|1|0.296|0.0383|0|0.188|0.272|193.437|4
424|"6RMMUeYPFoOSL7lMTnMURk"|"Josie Dunne"|"Ooh La La"|169289|"Ooh La La"|1|"2019-06-28"|3|0.821|0.585|6|-6.314|1|0.261|0.318|1.81e-05|0.17|0.686|144.065|4
425|"4YR6Dextuoc3I8nJ0XgzKI"|"Kenny Loggins"|"Footloose - From ""Footloose"" Soundtrack"|226293|"The Essential Kenny Loggins"|1|"2002"|35|0.564|0.911|2|-5.39|1|0.0536|0.159|4.36e-05|0.118|0.582|173.938|4
426|"3nVJ4tGeLFR6HUiz3e7qAe"|"John De Sohn"|"Happy Kids"|177209|"Happy Kids"|1|"2018-11-09"|1|0.603|0.649|11|-5.848|1|0.0476|0.0105|0|0.243|0.672|124.073|4
427|"5rgy6ghBq1eRApCkeUdJXf"|"fun."|"We Are Young (feat. Janelle Monáe)"|250626|"Some Nights"|3|"2012-02-14"|11|0.378|0.638|10|-5.576|1|0.075|0.02|7.66e-05|0.0849|0.735|184.086|4
428|"1Hgvy8kokRufdMCTGQ5JkQ"|"The Foundations"|"Build Me Up Buttercup"|175072|"Inside Out - The Disco Revolution"|8|"2016-05-26"|35|0.619|0.785|0|-4.615|1|0.0504|0.573|8.57e-06|0.105|0.753|132.592|4
429|"4foROzWuWa3fED6jc6BjK1"|"Loote"|"Your Side Of The Bed"|197200|"Your Side Of The Bed"|1|"2018-03-09"|1|0.776|0.739|8|-4.974|1|0.0301|0.0797|0|0.284|0.922|109.907|4
430|"0mjAU3yKR1QnXnHtjGJqTM"|"OneRepublic"|"Rescue Me"|158899|"Rescue Me"|1|"2019-05-17"|1|0.759|0.605|7|-7.737|1|0.0433|0.156|0|0.694|0.64|121.049|4
431|"05wIrZSwuaVWhcv5FfqeH0"|"Katrina & The Waves"|"Walking On Sunshine"|238733|"Katrina & The Waves"|6|"1985"|10|0.596|0.869|10|-11.97|1|0.037|0.0116|0.173|0.0678|0.944|109.902|4
432|"1KgZOCjN3nGRTk3c87oIj6"|"American Authors"|"What We Live For"|178560|"What We Live For"|1|"2016-07-01"|12|0.686|0.885|0|-4.754|1|0.0377|0.0503|0|0.147|0.616|120.066|4
433|"1CCuMgDauGruOwxrSh9NSW"|"Pratt & McClain"|"Happy Days (Theme from ''Happy Days'')"|156493|"Pratt & McClain featuring ""Happy Days"""|1|"1976"|11|0.591|0.706|5|-12.115|1|0.0552|0.043|0.00172|0.231|0.915|95.762|4
434|"5BckPAYcKEJuYs1eV1BHHe"|"ABBA"|"Take A Chance On Me"|243933|"The Album"|2|"1977"|10|0.684|0.675|11|-8.123|1|0.0257|0.163|0|0.242|0.924|107.064|4
435|"6x4tKaOzfNJpEJHySoiJcs"|"Lou Bega"|"Mambo No. 5 (a Little Bit of...)"|220293|"A Little Bit of Mambo"|1|"1999-07-19"|13|0.622|0.807|5|-6.752|0|0.408|0.103|0|0.306|0.892|174.06|4
436|"1mCW3h2KCSdfNIUmP5GSbm"|"George Ezra"|"Green Green Grass"|167613|"george ezra songs to play when the sun's out"|2|"2022-03-22"|7|0.685|0.738|8|-4.413|1|0.0595|0.0695|0|0.128|0.8|112.972|4
437|"3tSi6iFO9yLGIYIqMEgjC9"|"The Jackson 5"|"I Want You Back"|179226|"Anthology: Jackson 5"|1|"2000-01-01"|36|0.67|0.584|8|-8.325|1|0.034|0.439|0.00614|0.178|0.944|98.185|4
438|"6R6ux6KaKrhAg2EIB2krdU"|"Parachute"|"Without You"|228933|"Wide Awake"|1|"2016-01-15"|12|0.564|0.864|4|-5.121|1|0.0341|0.0761|0|0.182|0.534|95.984|4
439|"46N5PG9fipNxlUKGVDKVQ8"|"Walk Off the Earth"|"Fifth Avenue"|207678|"Fifth Avenue"|1|"2018-09-28"|1|0.623|0.781|7|-6.806|1|0.102|0.264|0|0.258|0.829|87.683|4
440|"2tUBqZG2AbRi7Q0BIrVrEj"|"Whitney Houston"|"I Wanna Dance with Somebody (Who Loves Me)"|291293|"Whitney"|1|"1987-06-02"|11|0.709|0.824|1|-8.824|1|0.0453|0.207|0.000307|0.0888|0.867|118.818|4
441|"1qDxpXApOmGgfkvq8DNhFT"|"The Jacksons"|"Blame It on the Boogie"|214320|"Destiny"|1|"1978"|10|0.776|0.662|8|-10.351|1|0.105|0.0981|0|0.0969|0.871|113.343|4
442|"0DC7Zs2qvAbNK1owWQ4mlL"|"Anne-Marie"|"Perfect to Me"|197853|"Perfect to Me"|1|"2018-11-02"|1|0.604|0.546|8|-5.691|1|0.151|0.0889|0|0.0734|0.402|179.847|4
443|"5yjOhc3JKrznGouRHMagoJ"|"Rachel Platten"|"Shivers"|175333|"Waves"|6|"2017-10-27"|13|0.838|0.724|0|-3.025|1|0.0754|0.0934|1.73e-06|0.0522|0.385|112.992|4
444|"6KgBpzTuTRPebChN0VTyzV"|"Lizzo"|"Good as Hell"|159735|"Cuz I Love You (Super Deluxe)"|15|"2019-04-17"|16|0.682|0.919|0|-3.18|0|0.0875|0.256|0|0.442|0.535|95.982|4
445|"5lA6mFOvaiienokVbTZEQx"|"Lou Bega"|"Mambo No. 5 (A Little Bit of...)"|219600|"King of Mambo"|1|"2002-05-31"|14|0.607|0.802|5|-6.849|0|0.403|0.107|0|0.305|0.901|174.201|4
446|"4W4wYHtsrgDiivRASVOINL"|"The B-52's"|"Love Shack"|320680|"Cosmic Thing"|4|"1989-06-23"|10|0.701|0.803|5|-6.786|0|0.0545|0.0544|1.54e-06|0.7|0.903|133.608|4
447|"6D8kc7RO0rqBLSo2YPflJ5"|"The Jackson 5"|"ABC"|174866|"ABC"|3|"1970-05-08"|12|0.572|0.786|8|-8.469|1|0.0642|0.519|0.00093|0.11|0.952|188.115|4
448|"6sxptembJVty4sNtcPMAVz"|"Shania Twain"|"Man! I Feel Like A Woman!"|234493|"Come On Over"|1|"1997-11-04"|16|0.657|0.639|10|-7.527|1|0.0412|0.581|0|0.278|0.674|124.882|4
449|"5t3oszlshIPTzpAwcCMqgw"|"Westlife"|"When You're Looking Like That - Single Remix"|232826|"Coast To Coast (Expanded Edition)"|5|"2000"|19|0.597|0.945|6|-3.845|1|0.0497|0.018|0|0.0654|0.939|147.908|4
450|"5iFQfP3AqVnHHS89LKQisL"|"George Ezra"|"Anyone For You (Tiger Lily)"|187682|"Anyone For You (Tiger Lily)"|1|"2022-01-28"|1|0.662|0.807|10|-3.285|1|0.0411|0.293|3.55e-06|0.189|0.772|103.031|4
451|"2KpWmfFngrY4ZGTtdCQ6wW"|"Jackson Penn"|"My Girl"|178194|"My Girl"|1|"2019-10-04"|1|0.725|0.641|1|-4.862|0|0.0517|0.0431|0|0.314|0.782|98.023|4
452|"2VvIvkupAbdw5irMWMrI3z"|"Lisa Børud"|"Talking About Us"|180920|"Talking About Us"|1|"2020-01-06"|1|0.762|0.576|2|-7.079|1|0.0409|0.00526|0|0.22|0.441|108.977|4
453|"6NPVjNh8Jhru9xOmyQigds"|"Pharrell Williams"|"Happy"|233305|"Despicable Me 2 (Original Motion Picture Soundtrack)"|4|"2013-06-18"|24|0.652|0.757|1|-6.819|1|0.153|0.286|0|0.0886|0.962|159.911|4
454|"4PkIDTPGedm0enzdvilLNd"|"Ellie Goulding"|"Sixteen"|201072|"Sixteen"|1|"2019-04-12"|1|0.669|0.801|8|-5.445|1|0.136|0.268|0|0.0594|0.541|109.919|4
455|"6LS5QB8GW8raREqEEQPEMs"|"Smith & Thell"|"Forgive Me Friend"|216000|"Forgive Me Friend"|1|"2018-08-10"|1|0.589|0.783|1|-6.069|1|0.0318|0.000927|1.12e-06|0.187|0.622|127.92|4
456|"7yBbV2k2S2uhaQc24NF2xt"|"Lady Gaga"|"Stupid Love"|193533|"Chromatica"|3|"2020-05-29"|16|0.68|0.825|8|-4.296|1|0.0702|0.00173|0.000122|0.27|0.784|117.987|4
457|"3XQpK8eESg2l9JpTJdB02g"|"Swim"|"Moonlight"|213621|"Moonlight"|1|"2021-01-29"|1|0.665|0.857|0|-6.833|1|0.0308|0.00129|0|0.101|0.711|110.006|4
458|"7Lw5FXm8nhQPvezIpA6jK5"|"End of the World"|"Lost"|217493|"Lost"|1|"2019-07-26"|1|0.713|0.729|7|-6.027|1|0.0308|0.00935|0.000106|0.0804|0.734|121.975|4
459|"1xy4apMFecGGkgBeaHFZ2M"|"Lauv"|"Chasing Fire"|205267|"Chasing Fire"|1|"2018-03-29"|1|0.709|0.562|5|-4.864|1|0.0724|0.0449|0|0.217|0.386|125.965|4
460|"03vB5EsNP0tS9puS0pMn9G"|"Robin Stjernberg"|"I Don't"|194318|"I Don't"|1|"2018-09-21"|1|0.685|0.543|2|-5.105|0|0.0539|0.126|0|0.133|0.694|110.275|4
461|"1QhSB9L9M5eZQhW4RNOhXK"|"Atomic Kitten"|"The Tide Is High - Radio Mix"|206093|"Feels So Good"|3|"2002-09-09"|15|0.783|0.649|7|-4.127|1|0.0322|0.0209|0.00482|0.067|0.665|103.997|4
462|"7mkm8ry8rZEzJ9C5wQZZrY"|"Basic Tape"|"No Matter (Basic Tape vs. Frances)"|191199|"No Matter (Basic Tape vs. Frances)"|1|"2017-03-10"|1|0.57|0.827|3|-1.933|1|0.0456|0.0311|0|0.103|0.432|102.962|4
463|"0ND8rF8oirMXtE59n585P6"|"Julia Michaels"|"17"|182800|"Inner Monologue Part 2"|1|"2019-06-28"|8|0.774|0.466|4|-6.869|1|0.0433|0.458|0|0.111|0.396|97.975|4
464|"4w7aLWzTe5FmvHSbuunVsl"|"Martin Jensen"|"Somebody I'm Not"|167626|"Somebody I'm Not"|1|"2018-11-16"|1|0.73|0.728|9|-5.414|1|0.0457|0.198|0|0.271|0.775|100.009|4
465|"1QdpGjYp035BXJB7qPAzl9"|"Jason Derulo"|"Trumpets"|217306|"Tattoos (Deluxe Edition)"|5|"2013-09-10"|15|0.627|0.703|0|-4.884|1|0.236|0.563|0|0.0962|0.64|81.897|4
466|"4vUmTMuQqjdnvlZmAH61Qk"|"Ed Sheeran"|"South of the Border (feat. Camila Cabello & Cardi B)"|204466|"No.6 Collaborations Project"|2|"2019-07-12"|15|0.857|0.621|9|-6.376|0|0.0825|0.148|0|0.0865|0.668|97.989|4
467|"6Bi4RjKB9pV8yNuexgtCky"|"Chris Holsten"|"I'll Be Alright"|185786|"I'll Be Alright"|1|"2019-06-07"|1|0.761|0.636|7|-4.424|1|0.0314|0.298|0|0.161|0.718|100.014|4
468|"57QXXEBy5apjgxsyXSb8YE"|"Galantis"|"Satisfied (feat. MAX)"|155939|"Satisfied (feat. MAX) / Mama Look at Me Now"|1|"2018-07-13"|2|0.75|0.651|1|-4.655|1|0.121|0.00759|0|0.521|0.928|120.055|4
